trueT 	 	 APD16 		 APD17 		 APD18 		 APD19 
    -31.7701	-3.03797	-4.40018	-3.92102	-3.62
    -19.8422	-2.67901	-4.15033	-3.43278	-3.07448
    -15.3131	-2.58701	-4.09519	-3.32662	-2.9628
    -9.46894	-2.46456	-4.00953	-3.20982	-2.80956
    0.902794	-2.20656	-3.80379	-2.93767	-2.4635
     11.3504	-1.90045	-3.55876	-2.64811	-2.08337
     25.1169	-1.34128	-3.19878	-2.18588	-1.39546
     32.6191	-1.28909	-2.71183	-2.15945	-0.552502
