APD#	0016	Started	07/05/07 17:36	Sense_ohms	1.004464E+6	1.004628E+6	1.002105E+6	1.000924E+6	9.998282E+5	1.007735E+6	1.002821E+6	9.989270E+5	9.993226E+5	1.002376E+6	1.001862E+6	1.003102E+6	1.000030E+6	1.003780E+6	1.000011E+6	1.000898E+6	9.999006E+5	1.006439E+6	1.005624E+6	1.010450E+6	1.003884E+6	1.005600E+6	1.002519E+6	1.006362E+6	1.004620E+6	1.008599E+6	1.003214E+6	1.000475E+6	1.003139E+6	9.996927E+5	1.009944E+6	1.000506E+6					
ElapTime	Shutter_Open	DegC	H2O_In	H2O_Out	TE_A	TE_V	BiasV	KE237_Amps	Pixel_Sum	A1	A2	A3	A4	A5	A6	A7	A8	B1	B2	B3	B4	B5	B6	B7	B8	C1	C2	C3	C4	C5	C6	C7	C8	D1	D2	D3	D4	D5	D6	D7	D8
0:00:00	0	3.082334E+1	3.048800E+1	3.044000E+1	5.827000E-4	6.903900E-3	0.000000E+0	-2.917900E-10	3.296488E-11	3.594952E-12	3.155397E-13	9.480045E-13	6.294184E-14	1.077185E-12	1.696875E-12	4.417538E-13	-1.271364E-13	1.140773E-12	8.210492E-13	1.074998E-12	8.204549E-13	6.017819E-12	-1.578035E-12	8.869902E-13	1.582579E-12	-6.300626E-14	1.636463E-12	-3.152272E-13	3.137216E-13	3.785298E-13	-3.152347E-13	2.590475E-12	6.289983E-13	-2.518365E-13	1.507041E-12	3.535636E-12	0.000000E+0	1.452441E-12	8.872727E-13	1.380275E-12	8.225838E-13
0:00:13	0	3.082433E+1	3.046000E+1	3.042100E+1	5.701000E-4	6.878600E-3	0.000000E+0	-1.431200E-10	-1.940487E-10	5.738384E-12	-6.242112E-12	-8.659771E-12	-6.202269E-12	-7.032208E-12	-6.725975E-12	-7.137864E-12	-6.277736E-12	-5.387650E-12	-6.635235E-12	-6.955050E-12	-6.125000E-12	1.646951E-12	-1.236924E-11	-7.410918E-12	-3.860533E-12	-7.285724E-12	-6.168282E-12	-6.740094E-12	-6.770251E-12	-5.741699E-12	-6.613962E-12	-6.571447E-12	-6.357553E-12	-7.503335E-12	-8.164791E-12	-3.978214E-12	-5.888203E-12	-6.061971E-12	-6.019850E-12	-8.216297E-12	-6.330797E-12
0:00:26	0	3.082638E+1	3.047300E+1	3.042500E+1	5.701000E-4	6.878600E-3	1.000000E+1	3.280000E-10	3.349331E-10	2.169416E-11	1.330443E-11	8.913238E-12	1.139147E-11	1.102389E-11	1.005721E-11	8.969696E-12	9.638342E-12	1.204416E-11	1.086917E-11	9.926517E-12	1.060909E-11	1.836945E-11	6.247385E-12	8.804903E-12	9.176759E-12	8.615856E-12	1.007016E-11	1.020461E-11	9.090009E-12	9.401485E-12	1.020485E-11	8.340989E-12	9.189536E-12	1.008839E-11	7.285353E-12	1.294440E-11	1.057398E-11	1.054590E-11	8.680668E-12	8.844055E-12	9.813035E-12
0:00:40	0	3.082372E+1	3.046300E+1	3.042800E+1	5.701000E-4	6.827900E-3	2.000000E+1	1.185300E-9	5.247964E-10	2.869391E-11	1.570034E-11	2.307243E-11	1.423984E-11	1.482555E-11	1.646862E-11	1.294947E-11	1.731158E-11	1.724168E-11	1.699961E-11	1.441616E-11	1.793437E-11	2.381729E-11	1.255853E-11	1.304886E-11	1.588573E-11	1.767476E-11	1.560949E-11	1.562214E-11	1.535850E-11	1.659554E-11	1.669252E-11	1.529048E-11	1.561068E-11	1.488025E-11	1.086557E-11	1.875273E-11	1.747470E-11	1.452341E-11	1.324307E-11	1.637021E-11	1.506838E-11
0:00:53	0	3.082418E+1	3.046400E+1	3.042600E+1	5.574000E-4	6.802600E-3	3.000000E+1	1.573400E-9	7.651385E-10	3.752250E-11	2.364457E-11	2.048089E-11	2.145418E-11	2.344203E-11	2.596020E-11	2.154023E-11	2.967684E-11	2.675012E-11	2.590944E-11	2.067550E-11	2.576508E-11	3.173505E-11	1.981510E-11	2.172676E-11	2.544215E-11	2.667065E-11	2.146280E-11	2.355851E-11	2.401009E-11	2.435640E-11	2.343278E-11	2.363147E-11	2.234484E-11	2.175350E-11	1.727148E-11	2.715074E-11	2.405957E-11	2.102799E-11	2.015019E-11	2.220321E-11	2.051362E-11
0:01:07	0	3.082737E+1	3.046200E+1	3.042500E+1	5.827000E-4	6.751900E-3	4.000000E+1	1.907600E-9	9.972653E-10	4.389207E-11	2.944573E-11	3.034213E-11	2.784627E-11	3.142440E-11	3.274968E-11	3.032047E-11	3.956946E-11	3.397602E-11	3.513652E-11	2.699773E-11	3.302655E-11	3.920882E-11	2.707267E-11	2.780769E-11	3.290945E-11	3.256224E-11	2.939274E-11	2.979444E-11	2.971448E-11	3.009810E-11	3.080350E-11	3.020292E-11	2.939499E-11	2.913042E-11	2.342656E-11	3.403362E-11	3.184687E-11	2.809979E-11	2.661318E-11	3.079577E-11	2.963001E-11
0:01:20	0	3.077827E+1	3.046400E+1	3.042300E+1	5.701000E-4	6.726600E-3	5.000000E+1	2.276900E-9	1.224799E-9	5.246878E-11	3.663346E-11	3.299654E-11	3.044087E-11	3.985085E-11	4.148710E-11	3.644718E-11	4.736983E-11	4.424497E-11	4.303575E-11	3.382602E-11	4.035183E-11	4.864754E-11	3.458228E-11	3.711959E-11	4.012497E-11	4.421940E-11	3.707130E-11	3.697505E-11	3.786432E-11	3.918481E-11	3.829952E-11	3.727909E-11	3.669654E-11	3.682288E-11	2.926733E-11	3.119175E-11	3.938129E-11	3.428837E-11	3.434355E-11	3.531186E-11	3.697429E-11
0:01:34	0	3.086621E+1	3.046700E+1	3.042600E+1	5.574000E-4	6.688600E-3	6.000000E+1	2.571500E-9	1.482507E-9	6.066718E-11	4.356936E-11	4.481766E-11	4.012393E-11	4.732713E-11	5.016100E-11	4.491131E-11	5.757878E-11	5.147087E-11	5.112453E-11	4.040177E-11	4.666724E-11	5.802226E-11	4.335412E-11	4.510150E-11	4.828864E-11	5.023699E-11	4.323958E-11	4.661285E-11	4.425850E-11	4.675739E-11	4.724443E-11	4.599913E-11	4.292789E-11	4.319146E-11	3.605001E-11	4.950290E-11	4.489068E-11	3.946711E-11	3.896898E-11	4.196074E-11	4.761091E-11
