APD#	0015	Started	04/27/07 16:32	Sense_ohms	1.004464E+6	1.004628E+6	1.002105E+6	1.000924E+6	9.998282E+5	1.007735E+6	1.002821E+6	9.989270E+5	9.993226E+5	1.002376E+6	1.001862E+6	1.003102E+6	1.000030E+6	1.003780E+6	1.000011E+6	1.000898E+6	9.999006E+5	1.006439E+6	1.005624E+6	1.010450E+6	1.003884E+6	1.005600E+6	1.002519E+6	1.006362E+6	1.004620E+6	1.008599E+6	1.003214E+6	1.000475E+6	1.003139E+6	9.996927E+5	1.009944E+6	1.000506E+6	
ElapTime	Shutter_Open	DegC	BiasV	KE237_Amps	Pixel_Sum	A1	A2	A3	A4	A5	A6	A7	A8	B1	B2	B3	B4	B5	B6	B7	B8	C1	C2	C3	C4	C5	C6	C7	C8	D1	D2	D3	D4	D5	D6	D7	D8
   0:00:00	0	1.501969E+1	0.000000E+0	-2.328400E-10	-1.205161E-10	1.264356E-13	-3.405241E-12	-2.464812E-12	-2.911310E-12	-3.801653E-12	-3.206200E-12	-2.968626E-12	-2.980198E-12	-5.514736E-12	-4.550189E-12	-3.098231E-12	-2.399557E-12	-9.499715E-13	-4.228018E-12	-3.673960E-12	-3.353988E-12	-5.321529E-12	-5.098173E-12	-4.850720E-12	-5.704389E-12	-4.416845E-12	-4.220366E-12	-3.727610E-12	-4.028372E-12	-4.035357E-12	-4.019437E-12	-3.599431E-12	-5.255504E-12	-5.177747E-12	-4.182285E-12	-3.825955E-12	-3.672142E-12
   0:00:13	0	1.502349E+1	0.000000E+0	-1.205200E-10	-3.898422E-10	1.513245E-12	-1.191685E-11	-1.068251E-11	-1.215077E-11	-1.134095E-11	-1.093740E-11	-1.105382E-11	-1.090670E-11	-1.280467E-11	-1.232272E-11	-1.270834E-11	-9.093791E-12	-6.524804E-12	-1.350495E-11	-1.152887E-11	-1.544213E-11	-1.564756E-11	-1.636463E-11	-1.656683E-11	-1.642437E-11	-1.318778E-11	-1.190533E-11	-1.112099E-11	-1.221131E-11	-1.267345E-11	-1.325205E-11	-1.319659E-11	-1.215623E-11	-1.420840E-11	-1.279993E-11	-1.310865E-11	-1.361211E-11
   0:00:27	0	1.502356E+1	1.000000E+1	3.633700E-10	-1.765689E-10	6.621442E-12	-4.539989E-12	-3.476682E-12	-4.177140E-12	-4.244729E-12	-4.462483E-12	-4.358704E-12	-4.628967E-12	-7.099809E-12	-6.129436E-12	-4.488642E-12	-5.746175E-12	6.299811E-14	-6.500428E-12	-4.687948E-12	-8.544327E-12	-1.000899E-11	-9.000049E-12	-9.952030E-12	-1.084566E-11	-5.805452E-12	-4.598250E-12	-3.917133E-12	-4.343367E-12	-6.746830E-12	-5.714858E-12	-4.609186E-12	-7.471451E-12	-7.766621E-12	-7.160200E-12	-5.832997E-12	-6.394764E-12
   0:00:41	0	1.502288E+1	2.000000E+1	1.009600E-9	-8.033586E-11	9.459772E-12	-2.017662E-12	-1.453939E-12	-2.657544E-12	-4.430761E-13	-8.801917E-13	-2.842980E-12	-2.917130E-12	-1.775203E-12	-2.338444E-12	-2.339644E-12	-3.914856E-12	3.356899E-12	-3.722927E-12	-2.533972E-12	-4.619851E-12	-3.421340E-12	-7.049608E-12	-7.117969E-12	-5.642041E-12	-4.290336E-12	-2.835123E-12	-2.084749E-12	-3.149960E-13	-2.522347E-12	-3.956974E-12	-8.203634E-13	-3.989105E-12	-2.904882E-12	-2.914896E-12	-3.512076E-12	-5.318309E-12
   0:00:55	0	1.502349E+1	3.000000E+1	1.056400E-9	4.331854E-12	1.059471E-11	8.192087E-13	7.584036E-13	-6.963566E-13	1.330229E-12	1.760383E-12	-6.950393E-13	-1.966110E-12	-1.901288E-13	-1.895496E-12	8.853515E-13	-1.894124E-13	6.967791E-12	-2.524458E-12	1.203987E-12	-2.088125E-12	-2.154214E-12	-3.650494E-12	-6.362219E-12	-2.131723E-12	-1.199342E-12	-1.764121E-12	2.021907E-12	2.202985E-12	1.261173E-12	-9.419006E-13	3.978214E-12	-1.519278E-12	3.094287E-12	-5.071558E-13	-1.881292E-12	-1.899039E-13
   0:01:09	0	1.502318E+1	4.000000E+1	1.263700E-9	9.156592E-11	1.519816E-11	3.530660E-12	4.487554E-12	3.290959E-12	2.660457E-12	6.599949E-12	2.084121E-12	1.521633E-12	2.852933E-12	8.848975E-13	4.173229E-12	1.073669E-12	1.032469E-11	6.943753E-13	2.913968E-12	-6.963747E-13	-2.530252E-13	-8.177346E-13	-3.842390E-12	6.234846E-14	1.767136E-12	2.267303E-12	4.991427E-12	5.098563E-12	1.954968E-12	1.318661E-12	3.978214E-12	6.297009E-14	5.241547E-12	1.964604E-12	3.011058E-12	3.165398E-12
   0:01:23	0	1.502387E+1	5.000000E+1	1.530800E-9	1.913975E-10	1.803649E-11	6.179402E-12	6.637029E-12	6.708801E-12	5.258903E-12	9.491583E-12	4.674812E-12	3.360606E-12	6.592466E-12	4.550189E-12	6.955050E-12	5.115133E-12	1.330160E-11	4.985156E-12	5.193943E-12	3.291045E-12	4.054403E-12	2.076629E-12	-1.826726E-12	3.824039E-12	4.479601E-12	4.283015E-12	8.214308E-12	7.364149E-12	6.746830E-12	5.840775E-12	8.398009E-12	2.278918E-12	7.703818E-12	5.322636E-12	4.327963E-12	7.976964E-12
   0:01:37	0	1.502524E+1	6.000000E+1	1.717600E-9	2.393666E-10	1.854024E-11	8.259774E-12	8.534036E-12	6.961568E-12	8.299426E-12	1.169157E-11	5.937251E-12	3.550810E-12	7.986410E-12	4.044391E-12	7.334343E-12	5.999390E-12	1.577253E-11	2.335173E-12	6.080933E-12	4.367078E-12	5.384535E-12	2.580385E-12	8.183973E-13	6.268494E-12	6.689020E-12	5.417661E-12	9.730489E-12	1.038592E-11	9.205471E-12	7.096973E-12	1.161766E-11	4.621805E-12	1.490222E-11	6.843103E-12	5.018100E-12	7.091412E-12
   0:01:51	0	1.502425E+1	7.000000E+1	1.776700E-9	2.848213E-10	1.923414E-11	1.084481E-11	9.355307E-12	6.581918E-12	8.679491E-12	1.206865E-11	7.075041E-12	6.277736E-12	1.172694E-11	6.509533E-12	8.219695E-12	7.514689E-12	1.577253E-11	5.490247E-12	7.537917E-12	4.240192E-12	6.525649E-12	5.538339E-12	2.771414E-12	6.707902E-12	6.941041E-12	7.118138E-12	1.307905E-11	9.755933E-12	1.116044E-11	9.106692E-12	1.250182E-11	6.394962E-12	1.534483E-11	6.717064E-12	8.342047E-12	9.687098E-12
   0:02:05	0	1.502470E+1	8.000000E+1	1.916200E-9	3.230233E-10	2.043279E-11	1.191685E-11	1.055678E-11	9.808937E-12	9.693665E-12	1.420612E-11	7.769083E-12	7.038552E-12	1.121960E-11	7.078182E-12	9.167929E-12	7.830709E-12	1.811646E-11	7.004523E-12	9.817892E-12	7.594180E-12	8.108806E-12	6.483254E-12	-1.575141E-12	1.059429E-11	8.076630E-12	7.747613E-12	1.175240E-11	1.296651E-11	1.273715E-11	1.092803E-11	1.370196E-11	9.053699E-12	1.414460E-11	9.124804E-12	8.530176E-12	1.139623E-11
   0:02:19	0	1.502364E+1	9.000000E+1	2.003600E-9	3.745331E-10	2.226162E-11	1.235880E-11	1.131518E-11	9.935819E-12	1.159399E-11	1.621756E-11	9.285805E-12	6.848348E-12	1.255050E-11	6.761934E-12	1.188687E-11	9.093791E-12	2.026939E-11	1.205344E-11	1.070488E-11	8.227612E-12	1.058005E-11	7.174801E-12	5.606469E-12	1.021822E-11	1.028505E-11	9.071201E-12	1.428003E-11	1.510689E-11	1.475483E-11	1.136725E-11	1.370196E-11	8.547940E-12	1.490222E-11	1.267289E-11	1.172837E-11	1.316934E-11
