APD#	0020	Started	06/29/07 12:39	Sense_ohms	1.004464E+6	1.004628E+6	1.002105E+6	1.000924E+6	9.998282E+5	1.007735E+6	1.002821E+6	9.989270E+5	9.993226E+5	1.002376E+6	1.001862E+6	1.003102E+6	1.000030E+6	1.003780E+6	1.000011E+6	1.000898E+6	9.999006E+5	1.006439E+6	1.005624E+6	1.010450E+6	1.003884E+6	1.005600E+6	1.002519E+6	1.006362E+6	1.004620E+6	1.008599E+6	1.003214E+6	1.000475E+6	1.003139E+6	9.996927E+5	1.009944E+6	1.000506E+6					
ElapTime	Shutter_Open	DegC	H2O_In	H2O_Out	TE_A	TE_V	BiasV	KE237_Amps	Pixel_Sum	A1	A2	A3	A4	A5	A6	A7	A8	B1	B2	B3	B4	B5	B6	B7	B8	C1	C2	C3	C4	C5	C6	C7	C8	D1	D2	D3	D4	D5	D6	D7	D8
0:00:00	0	-1.499482E+1	1.546600E+1	1.672000E+1	1.615676E+0	1.868665E+0	0.000000E+0	-1.668400E-10	-1.357649E-10	-6.301868E-13	-5.548322E-12	-4.172217E-12	-5.253146E-12	-5.321914E-12	-4.840558E-12	-4.484350E-12	6.336799E-13	-5.641822E-12	-5.750337E-12	-6.132581E-12	-2.399557E-12	-3.420897E-12	-5.048915E-12	-8.869902E-13	-4.050363E-12	-3.357334E-12	-5.979498E-12	-4.535492E-12	-5.642041E-12	2.081914E-12	-3.653540E-12	-6.002879E-12	-4.090973E-12	-5.548367E-12	-4.898875E-12	-4.987969E-12	-5.001624E-12	-5.620358E-12	-4.245305E-12	-6.585514E-12	-4.748597E-12
0:00:13	0	-1.499428E+1	1.547200E+1	1.671900E+1	1.613168E+0	1.867271E+0	0.000000E+0	-2.051100E-10	-3.965162E-10	-1.072214E-12	-1.229510E-11	-1.232605E-11	-1.189801E-11	-1.172101E-11	-1.288632E-11	-1.174886E-11	-1.122404E-11	-1.356519E-11	-1.301807E-11	-1.182299E-11	-2.507023E-11	-1.140166E-11	-1.482994E-11	-8.804903E-12	-1.063245E-11	-1.412740E-11	-1.365806E-11	-1.329125E-11	-1.234994E-11	-9.212220E-12	-1.190533E-11	-1.326858E-11	-1.214871E-11	-1.204336E-11	-1.218423E-11	-1.363817E-11	-1.158650E-11	-1.225055E-11	-1.343313E-11	-1.298290E-11	-1.411886E-11
0:00:26	0	-1.499489E+1	1.544900E+1	1.674800E+1	1.616386E+0	1.870577E+0	1.000000E+1	2.701400E-10	-3.813028E-10	-1.264356E-13	-1.261064E-11	-1.201072E-11	-1.145442E-11	-1.184704E-11	-1.351447E-11	-1.136993E-11	-1.452158E-11	-1.274063E-11	-1.257612E-11	-1.068510E-11	-1.528160E-11	-1.070468E-11	-1.464066E-11	-1.076888E-11	-1.012591E-11	-1.305030E-11	-1.145524E-11	-1.259815E-11	-1.247563E-11	-1.179917E-11	-1.159010E-11	-1.232096E-11	-1.158132E-11	-1.172782E-11	-1.237261E-11	-1.243902E-11	-1.304280E-11	-1.168233E-11	-1.127847E-11	-1.317103E-11	-1.373905E-11
0:00:40	0	-1.498775E+1	1.543000E+1	1.672800E+1	1.613687E+0	1.866587E+0	2.000000E+1	3.467000E-10	-3.677568E-10	-2.518756E-13	-1.122306E-11	-1.156765E-11	-1.215077E-11	-1.229111E-11	-1.169157E-11	-1.010649E-11	-1.800932E-11	-9.634526E-12	-1.232272E-11	-1.150757E-11	-3.160197E-13	-9.501715E-12	-1.375700E-11	-1.653282E-11	-1.221503E-11	-1.089608E-11	-1.195900E-11	-1.152717E-11	-1.197387E-11	-1.609050E-11	-1.215792E-11	-1.358478E-11	-1.214871E-11	-1.059306E-11	-1.136725E-11	-1.104949E-11	-1.013019E-11	-1.256655E-11	-1.134249E-11	-1.310865E-11	-1.418182E-11
0:00:53	0	-1.510107E+1	1.540300E+1	1.671300E+1	1.613535E+0	1.865840E+0	3.000000E+1	2.818900E-10	-3.501292E-10	8.830580E-13	-1.059298E-11	-1.118845E-11	-1.120165E-11	-1.064383E-11	-1.225719E-11	-1.124328E-11	-8.624254E-12	-1.140973E-11	-1.504026E-11	-1.359369E-11	-7.766907E-12	-1.026169E-11	-1.401004E-11	-1.159187E-11	-1.221503E-11	-1.324032E-11	-1.176922E-11	-1.297602E-11	-1.071998E-11	-8.581669E-12	-1.152745E-11	-9.035240E-12	-1.177012E-11	-9.269176E-12	-9.420989E-12	-1.187085E-11	-1.139659E-11	-1.180793E-11	-1.178562E-11	-1.191749E-11	-1.228278E-11
0:01:07	0	-1.499603E+1	1.539300E+1	1.666500E+1	1.604693E+0	1.856744E+0	4.000000E+1	9.081000E-10	-3.340504E-10	6.272002E-14	-9.899187E-12	-1.011371E-11	-1.215077E-11	-1.153098E-11	-1.118846E-11	-1.080153E-11	-8.687321E-12	-7.606152E-12	-1.188077E-11	-1.308763E-11	-1.414512E-11	-1.045169E-11	-1.318915E-11	-4.116955E-12	-1.183437E-11	-1.292328E-11	-1.221038E-11	-1.165346E-11	-1.191152E-11	-3.722542E-12	-1.140115E-11	-9.920011E-12	-1.177012E-11	-9.710139E-12	-9.169154E-12	-1.060791E-11	-1.101677E-11	-1.206114E-11	-1.045521E-11	-1.185412E-11	-1.304240E-11
0:01:20	0	-1.508686E+1	1.535100E+1	1.664900E+1	1.597878E+0	1.851639E+0	5.000000E+1	1.072000E-9	-3.329473E-10	7.566224E-13	-1.122306E-11	-9.924110E-12	-1.107477E-11	-1.146697E-11	-1.213216E-11	-1.105382E-11	-1.046323E-11	-1.096643E-11	-1.352387E-11	-9.673987E-12	-2.172361E-11	-1.045169E-11	-1.356771E-11	-1.019889E-11	-8.923986E-12	-1.051605E-11	-1.164402E-11	-1.171611E-11	-1.009352E-11	-1.192568E-11	-1.052009E-11	-1.156287E-11	-1.007093E-11	-8.070713E-12	-9.169154E-12	2.588680E-12	-9.877308E-12	-1.092471E-11	-1.121545E-11	-1.185412E-11	-1.076355E-11
0:01:34	0	-1.509507E+1	1.531900E+1	1.661300E+1	1.601108E+0	1.853311E+0	6.000000E+1	9.711000E-10	-3.444303E-10	1.513245E-12	-1.034114E-11	-1.150478E-11	-1.234060E-11	-1.064383E-11	-1.156554E-11	-1.048542E-11	-1.731158E-11	-1.083934E-11	-9.858576E-12	-8.092931E-12	-9.156596E-12	-9.944702E-12	-1.236924E-11	-2.179076E-11	-8.354498E-12	-9.438938E-12	-1.057391E-11	-1.026726E-11	-1.184819E-11	-1.495492E-11	-1.114956E-11	-1.080478E-11	-8.309137E-12	-7.818877E-12	-9.295072E-12	-1.010253E-11	-9.750369E-12	-1.016709E-11	-1.159556E-11	-1.285814E-11	-1.240972E-11
