APD#	0018	Started	07/16/07 13:05	Sense_ohms	1.004464E+6	1.004628E+6	1.002105E+6	1.000924E+6	9.998282E+5	1.007735E+6	1.002821E+6	9.989270E+5	9.993226E+5	1.002376E+6	1.001862E+6	1.003102E+6	1.000030E+6	1.003780E+6	1.000011E+6	1.000898E+6	9.999006E+5	1.006439E+6	1.005624E+6	1.010450E+6	1.003884E+6	1.005600E+6	1.002519E+6	1.006362E+6	1.004620E+6	1.008599E+6	1.003214E+6	1.000475E+6	1.003139E+6	9.996927E+5	1.009944E+6	1.000506E+6	
ElapTime	Shutter_Open	DegC	BiasV	KE237_Amps	Pixel_Sum	A1	A2	A3	A4	A5	A6	A7	A8	B1	B2	B3	B4	B5	B6	B7	B8	C1	C2	C3	C4	C5	C6	C7	C8	D1	D2	D3	D4	D5	D6	D7	D8
0:00:00	0	5.819991E-3	0.000000E+0	1.708000E-11	-3.667197E-10	0.000000E+0	0.000000E+0	-1.267332E-11	-1.268828E-11	-1.270218E-11	-1.260252E-11	-1.266427E-11	-1.271364E-11	-2.531715E-11	1.266990E-11	-1.267640E-11	-1.266073E-11	1.269962E-11	-1.265217E-11	-1.269986E-11	-1.268861E-11	-1.270126E-11	0.000000E+0	-2.515851E-11	-1.256866E-11	-1.265086E-11	-1.262928E-11	-1.266809E-11	-1.261971E-11	-2.518365E-11	0.000000E+0	0.000000E+0	-1.269397E-11	-3.788109E-11	-2.530778E-11	0.000000E+0	-2.528720E-11
0:00:08	0	7.111788E-3	5.000000E+1	2.284900E-9	-2.402243E-10	1.264356E-11	0.000000E+0	0.000000E+0	-1.268828E-11	-1.270218E-11	-1.260252E-11	0.000000E+0	0.000000E+0	-2.531715E-11	-1.266990E-11	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	-1.269986E-11	-1.268861E-11	0.000000E+0	-2.513814E-11	0.000000E+0	0.000000E+0	0.000000E+0	-1.262928E-11	-1.266809E-11	-1.261971E-11	-1.264160E-11	-1.259172E-11	-2.521895E-11	-2.528799E-11	0.000000E+0	-1.270390E-11	0.000000E+0	0.000000E+0
0:00:17	0	1.307748E-1	1.000000E+2	3.808800E-9	-1.897511E-10	2.518756E-11	0.000000E+0	-2.524686E-11	0.000000E+0	-1.270218E-11	-1.260252E-11	0.000000E+0	0.000000E+0	-1.270861E-11	0.000000E+0	0.000000E+0	-2.522176E-11	0.000000E+0	-1.265217E-11	-2.529972E-11	0.000000E+0	-1.270126E-11	-1.261875E-11	0.000000E+0	-1.256866E-11	1.265086E-11	0.000000E+0	-1.266809E-11	-1.261971E-11	0.000000E+0	-1.259172E-11	0.000000E+0	-1.269397E-11	0.000000E+0	0.000000E+0	0.000000E+0	-1.269358E-11
0:00:26	0	9.088173E-3	1.500000E+2	4.014200E-9	-1.137629E-10	1.264356E-11	0.000000E+0	-1.267332E-11	0.000000E+0	-2.530435E-11	0.000000E+0	0.000000E+0	0.000000E+0	1.270861E-11	0.000000E+0	0.000000E+0	0.000000E+0	-1.269962E-11	-1.265217E-11	0.000000E+0	-1.268861E-11	-1.270126E-11	1.261875E-11	-1.262897E-11	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	-1.264160E-11	0.000000E+0	-1.265931E-11	-1.269397E-11	1.266026E-11	0.000000E+0	-2.505089E-11	0.000000E+0
0:00:35	0	1.144439E-2	2.000000E+2	3.660600E-9	1.389806E-10	2.518756E-11	0.000000E+0	-1.267332E-11	1.268828E-11	-1.270218E-11	0.000000E+0	0.000000E+0	1.271364E-11	0.000000E+0	1.266990E-11	0.000000E+0	1.266073E-11	1.269962E-11	1.265217E-11	1.269986E-11	-1.268861E-11	0.000000E+0	1.261875E-11	1.262897E-11	0.000000E+0	0.000000E+0	-1.262928E-11	1.266809E-11	1.261971E-11	0.000000E+0	1.259172E-11	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	1.257495E-11	0.000000E+0
0:00:43	0	1.266059E-2	2.500000E+2	3.911200E-9	4.674863E-10	2.518756E-11	1.264150E-11	2.524686E-11	1.268828E-11	2.530435E-11	0.000000E+0	0.000000E+0	1.271364E-11	0.000000E+0	1.266990E-11	2.525298E-11	2.522176E-11	0.000000E+0	1.265217E-11	1.269986E-11	2.527730E-11	1.270126E-11	1.261875E-11	1.262897E-11	0.000000E+0	2.520211E-11	1.262928E-11	2.523643E-11	3.775977E-11	1.264160E-11	1.259172E-11	0.000000E+0	1.269397E-11	1.266026E-11	1.270390E-11	1.257495E-11	2.528720E-11
0:00:52	0	1.228018E-2	3.000000E+2	4.783600E-9	1.426711E-9	5.047468E-11	6.300840E-11	3.792018E-11	3.796492E-11	5.070871E-11	3.770833E-11	6.312193E-11	5.075446E-11	5.073437E-11	2.524003E-11	3.792938E-11	5.054321E-11	5.069848E-11	3.785690E-11	5.069944E-11	3.796591E-11	3.800378E-11	3.775688E-11	6.294599E-11	2.503835E-11	3.785298E-11	3.778839E-11	5.057261E-11	6.289983E-11	2.518365E-11	5.026775E-11	3.787826E-11	5.067593E-11	5.054135E-11	3.801168E-11	6.267674E-11	2.528720E-11
0:01:01	0	9.695992E-3	3.500000E+2	6.850100E-9	3.964897E-9	1.261369E-10	1.008333E-10	1.137605E-10	1.265830E-10	1.267218E-10	1.005225E-10	1.010150E-10	1.268361E-10	1.267859E-10	1.137298E-10	1.390411E-10	1.136475E-10	1.392958E-10	1.262229E-10	1.266986E-10	1.391750E-10	1.267126E-10	1.132707E-10	1.259914E-10	1.253897E-10	1.262098E-10	1.259944E-10	1.516181E-10	1.384194E-10	1.134757E-10	1.130281E-10	1.136348E-10	1.139459E-10	1.263035E-10	1.267389E-10	1.379284E-10	1.392295E-10
0:01:10	0	1.060858E-2	4.000000E+2	1.788900E-8	1.479733E-8	4.287859E-10	4.538994E-10	4.424686E-10	4.176141E-10	4.560784E-10	4.273941E-10	4.294884E-10	4.311626E-10	4.563091E-10	4.170092E-10	4.425759E-10	4.293681E-10	4.559863E-10	4.542828E-10	4.053955E-10	4.809681E-10	4.307428E-10	4.530826E-10	4.787077E-10	5.014597E-10	4.795375E-10	4.660899E-10	5.433313E-10	5.286368E-10	4.413609E-10	4.521123E-10	4.545391E-10	4.684775E-10	5.051144E-10	5.068558E-10	5.267619E-10	5.317309E-10
0:01:18	0	1.114018E-2	4.100000E+2	2.435800E-8	2.222196E-8	5.927539E-10	6.052987E-10	6.320695E-10	6.201270E-10	6.588132E-10	6.159357E-10	6.189539E-10	6.213667E-10	6.465380E-10	6.066586E-10	6.701522E-10	6.441020E-10	6.966791E-10	6.688717E-10	6.460929E-10	7.214521E-10	6.587655E-10	6.922426E-10	7.054326E-10	7.396704E-10	7.318575E-10	7.432379E-10	8.339992E-10	8.433347E-10	6.683124E-10	7.033519E-10	6.819083E-10	7.217572E-10	7.702821E-10	8.109492E-10	8.027178E-10	8.482708E-10
0:01:26	0	1.068418E-2	4.200000E+2	3.955100E-8	3.771328E-8	9.837087E-10	1.008732E-9	1.023945E-9	9.998761E-10	1.076985E-9	1.005622E-9	1.010549E-9	1.027202E-9	1.039504E-9	9.857578E-10	1.100052E-9	1.073470E-9	1.140066E-9	1.161011E-9	1.102088E-9	1.215009E-9	1.076907E-9	1.145425E-9	1.209299E-9	1.278737E-9	1.274450E-9	1.310064E-9	1.427903E-9	1.460210E-9	1.147499E-9	1.205732E-9	1.186985E-9	1.266199E-9	1.351258E-9	1.457248E-9	1.442456E-9	1.519331E-9
0:01:34	0	1.319279E-2	4.300000E+2	1.252800E-7	1.222812E-7	1.979961E-9	2.105755E-9	2.136403E-9	2.252818E-9	2.445320E-9	2.250096E-9	9.865669E-9	2.384058E-9	2.154960E-9	2.274795E-9	2.490962E-9	3.169767E-9	2.660120E-9	7.471059E-9	1.129958E-8	8.859444E-9	2.559154E-9	2.718694E-9	3.124030E-9	3.322282E-9	3.318710E-9	3.552407E-9	3.904465E-9	4.015454E-9	2.875017E-9	3.127407E-9	3.131535E-9	3.532622E-9	3.889491E-9	4.397051E-9	4.314794E-9	4.697323E-9
0:01:43	0	1.067568E-1	4.400000E+2	9.999000E-5	1.031957E-4	2.823274E-6	3.423943E-6	3.200610E-6	3.484289E-6	3.686583E-6	3.763138E-6	3.768567E-6	4.298313E-6	2.886527E-6	2.997086E-6	3.120210E-6	3.596658E-6	3.686802E-6	4.213296E-6	4.482452E-6	4.223453E-6	2.137726E-6	2.592959E-6	2.513823E-6	2.963509E-6	2.939711E-6	3.254337E-6	3.370418E-6	3.307964E-6	1.879099E-6	2.278586E-6	2.856314E-6	2.698479E-6	3.057530E-6	3.168836E-6	2.920930E-6	3.600293E-6
