APD#	0012	Started	04/06/07 15:11	Sense_ohms	1.004464E+6	1.004628E+6	1.002105E+6	1.000924E+6	9.998282E+5	1.007735E+6	1.002821E+6	9.989270E+5	9.993226E+5	1.002376E+6	1.001862E+6	1.003102E+6	1.000030E+6	1.003780E+6	1.000011E+6	1.000898E+6	9.999006E+5	1.006439E+6	1.005624E+6	1.010450E+6	1.003884E+6	1.005600E+6	1.002519E+6	1.006362E+6	1.004620E+6	1.008599E+6	1.003214E+6	1.000475E+6	1.003139E+6	9.996927E+5	1.009944E+6	1.000506E+6	
ElapTime	Shutter_Open	DegC	BiasV	KE237_Amps	Pixel_Sum	A1	A2	A3	A4	A5	A6	A7	A8	B1	B2	B3	B4	B5	B6	B7	B8	C1	C2	C3	C4	C5	C6	C7	C8	D1	D2	D3	D4	D5	D6	D7	D8
   0:00:00	0	-1.468235E+1	0.000000E+0	-1.540000E-12	-1.317661E-10	-1.450525E-12	-3.594365E-12	-3.413814E-12	-3.923375E-12	-4.117707E-12	-5.029100E-12	-3.032445E-12	-4.438763E-12	-3.803577E-12	-2.338444E-12	-3.287878E-12	-5.177938E-12	-2.913913E-12	-4.733109E-12	-4.243953E-12	-3.797590E-12	-6.841680E-12	-3.713091E-12	-5.164952E-12	-4.576179E-12	-5.173905E-12	-4.283015E-12	-5.497153E-12	-5.035961E-12	-3.972646E-12	-4.648032E-12	-2.020506E-12	-4.685774E-12	-4.041314E-12	-4.625421E-12	-4.327963E-12	-3.862046E-12
   0:00:19	0	-1.498265E+1	0.000000E+0	-1.357000E-11	-2.314134E-10	1.264356E-13	-7.503275E-12	-4.803888E-12	-7.531041E-12	-6.842175E-12	-8.799933E-12	-6.758933E-12	-8.306913E-12	-6.275251E-12	-6.888633E-12	-7.207579E-12	-8.714966E-12	-6.333810E-12	-9.023890E-12	-6.524928E-12	-8.100726E-12	-9.945989E-12	-9.126236E-12	-8.440530E-12	-8.463556E-12	-6.878285E-12	-6.991846E-12	-6.444766E-12	-6.923950E-12	-8.133424E-12	-4.772957E-12	-9.660950E-12	-8.104151E-12	-8.525239E-12	-7.033161E-12	-6.021126E-12	-6.457732E-12
   0:00:39	0	-1.508238E+1	1.000000E+1	2.908700E-10	-2.340521E-10	-1.264356E-13	-6.809486E-12	-4.297953E-12	-7.088450E-12	-7.096219E-12	-7.480141E-12	-6.506645E-12	-8.053642E-12	-6.592466E-12	-8.278331E-12	-6.259345E-12	-7.893514E-12	-7.094787E-12	-8.771842E-12	-8.044912E-12	-7.594180E-12	-8.171812E-12	-7.427176E-12	-8.755758E-12	-9.152358E-12	-7.130306E-12	-7.496022E-12	-7.140014E-12	-7.490346E-12	-8.386255E-12	-7.599651E-12	-1.016633E-11	-8.041180E-12	-7.262204E-12	-6.780084E-12	-7.213271E-12	-7.851027E-12
   0:00:59	0	-1.508260E+1	2.000000E+1	2.842800E-10	-2.248092E-10	-1.891556E-13	-5.926572E-12	-6.068226E-12	-7.341217E-12	-6.399099E-12	-7.794708E-12	-6.190536E-12	-6.848348E-12	-7.670196E-12	-6.445685E-12	-5.500758E-12	-8.461752E-12	-5.573833E-12	-8.393273E-12	-6.777925E-12	-8.163669E-12	-7.981793E-12	-8.244911E-12	-7.873718E-12	-8.713939E-12	-8.013874E-12	-7.307080E-12	-6.698127E-12	-7.930546E-12	-5.801198E-12	-7.473733E-12	-7.513850E-12	-7.977211E-12	-7.641015E-12	-6.653044E-12	-8.592556E-12	-6.647636E-12
   0:01:19	0	-1.498349E+1	3.000000E+1	1.844700E-10	-2.177998E-10	-1.264356E-13	-7.503275E-12	-5.183090E-12	-6.898626E-12	-6.272078E-12	-5.657241E-12	-5.811605E-12	-7.736301E-12	-5.197521E-12	-5.750337E-12	-5.942934E-12	-7.514689E-12	-4.370869E-12	-8.330511E-12	-7.600916E-12	-7.214521E-12	-8.362831E-12	-8.497286E-12	-8.882047E-12	-8.964323E-12	-8.644425E-12	-5.920843E-12	-6.571447E-12	-7.552948E-12	-6.620414E-12	-7.788031E-12	-7.197866E-12	-7.597391E-12	-7.451609E-12	-7.160200E-12	-7.526160E-12	-5.950989E-12
   0:01:39	0	-1.498418E+1	4.000000E+1	2.148500E-10	-2.109762E-10	6.301868E-13	-7.062316E-12	-4.361818E-12	-7.910691E-12	-5.511947E-12	-5.594725E-12	-5.368854E-12	-4.375695E-12	-5.514736E-12	-6.699083E-12	-4.742170E-12	-6.062195E-12	-3.736888E-12	-7.509614E-12	-5.700937E-12	-6.961748E-12	-8.742869E-12	-8.371098E-12	-8.882047E-12	-9.967836E-12	-7.571592E-12	-7.622315E-12	-9.351444E-12	-6.986552E-12	-6.998666E-12	-6.217535E-12	-5.998720E-12	-1.019416E-11	-7.451609E-12	-6.209908E-12	-7.025142E-12	-6.901508E-12
   0:01:59	0	-1.508390E+1	5.000000E+1	1.010200E-9	-1.987798E-10	-6.272002E-14	-5.863862E-12	-6.005359E-12	-5.885562E-12	-4.497773E-12	-7.229083E-12	-4.548170E-12	-5.136511E-12	-5.767907E-12	-5.624636E-12	-5.942934E-12	-6.819845E-12	-4.370869E-12	-7.257566E-12	-5.447940E-12	-6.519146E-12	-7.665762E-12	-7.993530E-12	-8.188945E-12	-8.525904E-12	-6.625267E-12	-6.677605E-12	-6.128562E-12	-5.791157E-12	-7.125082E-12	-6.405916E-12	-6.819083E-12	-6.964692E-12	-7.514412E-12	-5.259616E-12	-7.149901E-12	-6.964476E-12
   0:02:19	0	-1.498570E+1	6.000000E+1	1.172900E-9	-1.973409E-10	3.783112E-13	-6.557651E-12	-4.551419E-12	-6.518976E-12	-3.611620E-12	-6.096841E-12	-5.558320E-12	-5.453852E-12	-5.831951E-12	-6.572384E-12	-5.500758E-12	-7.073059E-12	-5.130846E-12	-6.878997E-12	-5.573939E-12	-6.012601E-12	-7.728768E-12	-6.986017E-12	-8.818405E-12	-8.149834E-12	-7.130306E-12	-5.542959E-12	-4.865743E-12	-5.979956E-12	-6.746830E-12	-7.536196E-12	-8.398009E-12	-7.407481E-12	-6.693988E-12	-6.145889E-12	-6.460754E-12	-6.204860E-12
