APD#	0011	Started	04/04/07 17:12	Sense_ohms	1.004464E+6	1.004628E+6	1.002105E+6	1.000924E+6	9.998282E+5	1.007735E+6	1.002821E+6	9.989270E+5	9.993226E+5	1.002376E+6	1.001862E+6	1.003102E+6	1.000030E+6	1.003780E+6	1.000011E+6	1.000898E+6	9.999006E+5	1.006439E+6	1.005624E+6	1.010450E+6	1.003884E+6	1.005600E+6	1.002519E+6	1.006362E+6	1.004620E+6	1.008599E+6	1.003214E+6	1.000475E+6	1.003139E+6	9.996927E+5	1.009944E+6	1.000506E+6	
ElapTime	Shutter_Open	DegC	BiasV	KE237_Amps	Pixel_Sum	A1	A2	A3	A4	A5	A6	A7	A8	B1	B2	B3	B4	B5	B6	B7	B8	C1	C2	C3	C4	C5	C6	C7	C8	D1	D2	D3	D4	D5	D6	D7	D8
   0:00:00	0	-1.508595E+1	0.000000E+0	-2.307800E-9	-8.713997E-10	-6.272002E-12	-3.155397E-11	-3.792018E-11	-2.527664E-11	-1.900326E-11	6.251644E-12	-3.789310E-11	-2.532718E-11	-2.531715E-11	-2.524003E-11	-1.267640E-11	-1.894124E-11	-3.169905E-11	-2.520473E-11	-3.169965E-11	-3.796591E-11	-1.900189E-11	-3.149719E-11	-3.152272E-11	-3.137216E-11	-3.785298E-11	-3.152347E-11	-3.790452E-11	-3.149960E-11	-1.264160E-11	-2.508430E-11	-1.893913E-11	-4.427897E-11	-2.522083E-11	-3.801168E-11	-3.762585E-11	-3.168397E-11
   0:00:13	0	-1.498494E+1	0.000000E+0	-1.073700E-9	-5.745107E-10	0.000000E+0	-1.891247E-11	-2.524686E-11	-1.268828E-11	-1.900326E-11	1.260252E-11	-1.266427E-11	-1.271364E-11	-2.531715E-11	-1.266990E-11	-1.896469E-11	-2.522176E-11	-6.299811E-12	-1.892845E-11	-1.269986E-11	-3.167156E-11	-1.900189E-11	-2.513814E-11	-1.889374E-11	-2.503835E-11	-2.520211E-11	-2.515911E-11	-1.895226E-11	-2.514006E-11	-1.264160E-11	-6.246288E-12	-1.265931E-11	-2.528799E-11	-1.894055E-11	-3.170974E-11	-1.881292E-11	-2.528720E-11
   0:00:26	0	-1.498646E+1	1.000000E+1	2.466000E-10	-4.360108E-10	0.000000E+0	-1.891247E-11	-6.286766E-12	-1.268828E-11	-6.301083E-12	1.260252E-11	-1.894655E-11	-1.271364E-11	-2.531715E-11	-1.895496E-11	-1.896469E-11	-1.266073E-11	-1.899943E-11	0.000000E+0	-1.899979E-11	-3.167156E-11	-1.900189E-11	-1.261875E-11	-6.264767E-12	-1.880350E-11	-1.265086E-11	-1.889419E-11	-1.895226E-11	-1.261971E-11	0.000000E+0	-1.259172E-11	-1.265931E-11	-1.899098E-11	-6.280286E-12	-1.900584E-11	-1.257495E-11	-2.528720E-11
   0:00:40	0	-1.498456E+1	2.000000E+1	2.327000E-10	-3.790421E-10	0.000000E+0	0.000000E+0	-1.896009E-11	-1.268828E-11	-1.270218E-11	6.251644E-12	-1.894655E-11	0.000000E+0	-1.901288E-11	-1.266990E-11	-1.267640E-11	-1.894124E-11	-2.529924E-11	-6.276276E-12	-1.269986E-11	-1.898295E-11	-1.900189E-11	-1.887844E-11	-6.264767E-12	-1.880350E-11	-6.275625E-12	-1.262928E-11	-6.284170E-12	-1.261971E-11	-1.264160E-11	-1.259172E-11	-1.265931E-11	-1.269397E-11	-6.280286E-12	-1.270390E-11	-1.881292E-11	-6.296814E-12
   0:00:53	0	-1.498805E+1	3.000000E+1	1.009400E-9	-3.157796E-10	0.000000E+0	-6.270978E-12	-1.267332E-11	-6.294184E-12	-6.301083E-12	2.510581E-11	-6.282278E-12	1.271364E-11	-1.270861E-11	-1.266990E-11	-1.267640E-11	-1.266073E-11	-1.269962E-11	-6.276276E-12	-6.299931E-12	-1.268861E-11	-1.270126E-11	-1.887844E-11	-1.889374E-11	-1.880350E-11	-1.265086E-11	-1.889419E-11	0.000000E+0	0.000000E+0	-1.264160E-11	-1.259172E-11	-1.265931E-11	-2.528799E-11	-6.280286E-12	-2.530778E-11	-1.881292E-11	-1.269358E-11
   0:01:07	0	-1.498516E+1	4.000000E+1	1.073300E-9	-2.906885E-10	-6.272002E-12	-1.891247E-11	-1.896009E-11	-1.268828E-11	-6.301083E-12	6.251644E-12	-1.266427E-11	0.000000E+0	-6.304271E-12	-1.266990E-11	-1.267640E-11	-1.894124E-11	-1.899943E-11	0.000000E+0	-1.269986E-11	-1.268861E-11	-6.300626E-12	0.000000E+0	-1.262897E-11	-6.234846E-12	0.000000E+0	-1.889419E-11	-1.266809E-11	-1.261971E-11	-1.264160E-11	-1.259172E-11	-6.279817E-12	0.000000E+0	0.000000E+0	-1.900584E-11	0.000000E+0	-6.296814E-12
   0:01:20	0	-1.498501E+1	5.000000E+1	1.205000E-9	-3.031906E-10	-6.272002E-12	-1.264150E-11	0.000000E+0	-1.268828E-11	0.000000E+0	0.000000E+0	-6.282278E-12	0.000000E+0	-1.270861E-11	-1.266990E-11	-1.267640E-11	-1.266073E-11	-1.269962E-11	-6.276276E-12	-6.299931E-12	-1.268861E-11	-1.900189E-11	-1.887844E-11	-6.264767E-12	-6.234846E-12	0.000000E+0	-1.262928E-11	-1.266809E-11	-1.261971E-11	-6.271028E-12	-6.246288E-12	-1.893913E-11	-6.297009E-12	-1.894055E-11	-1.270390E-11	-6.237970E-12	-1.269358E-11
   0:01:34	0	-1.498554E+1	6.000000E+1	1.296500E-9	-3.029604E-10	-6.272002E-12	-1.264150E-11	-6.286766E-12	-1.268828E-11	-1.270218E-11	0.000000E+0	0.000000E+0	-6.306767E-12	-1.270861E-11	-6.285067E-12	-6.288291E-12	-1.894124E-11	-6.299811E-12	-1.892845E-11	0.000000E+0	-6.294348E-12	-1.270126E-11	-6.259694E-12	-1.889374E-11	-1.256866E-11	-6.275625E-12	-6.264916E-12	-6.284170E-12	0.000000E+0	-1.264160E-11	-1.883801E-11	-1.265931E-11	-1.899098E-11	-1.266026E-11	-1.270390E-11	-1.257495E-11	0.000000E+0
   0:01:47	0	-1.498592E+1	7.000000E+1	1.513200E-9	-2.084231E-10	0.000000E+0	-1.264150E-11	0.000000E+0	-1.898246E-11	-1.270218E-11	0.000000E+0	-6.282278E-12	6.306767E-12	-1.901288E-11	-1.266990E-11	-6.288291E-12	-1.266073E-11	-1.269962E-11	-6.276276E-12	6.299931E-12	0.000000E+0	-1.270126E-11	-6.259694E-12	-6.264767E-12	0.000000E+0	-6.275625E-12	0.000000E+0	-1.266809E-11	-6.260173E-12	-1.264160E-11	-6.246288E-12	-1.265931E-11	-6.297009E-12	0.000000E+0	-6.301937E-12	-6.237970E-12	0.000000E+0
   0:02:01	0	-1.500591E+1	8.000000E+1	1.596200E-9	-2.082428E-10	1.264356E-11	-1.264150E-11	-6.286766E-12	-6.294184E-12	6.301083E-12	-6.251644E-12	0.000000E+0	0.000000E+0	-1.270861E-11	-1.895496E-11	-1.267640E-11	-2.522176E-11	-6.299811E-12	-1.265217E-11	0.000000E+0	-1.268861E-11	-6.300626E-12	-6.259694E-12	-1.889374E-11	-1.256866E-11	-1.265086E-11	0.000000E+0	-6.284170E-12	6.260173E-12	-6.271028E-12	-1.883801E-11	6.279817E-12	0.000000E+0	-6.280286E-12	-1.270390E-11	0.000000E+0	0.000000E+0
   0:02:14	0	-1.508519E+1	9.000000E+1	1.673600E-9	-1.703919E-10	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	-1.270218E-11	6.251644E-12	-1.894655E-11	1.902041E-11	-1.270861E-11	-6.285067E-12	-6.288291E-12	-6.280518E-12	-1.269962E-11	6.276276E-12	-6.299931E-12	-6.294348E-12	-6.300626E-12	-6.259694E-12	-1.262897E-11	-1.256866E-11	0.000000E+0	-1.262928E-11	-6.284170E-12	-6.260173E-12	-6.271028E-12	0.000000E+0	-1.265931E-11	-1.899098E-11	-6.280286E-12	-6.301937E-12	0.000000E+0	0.000000E+0
   0:02:28	0	-1.498539E+1	1.000000E+2	1.533600E-9	-1.448184E-10	-6.272002E-12	-6.270978E-12	0.000000E+0	0.000000E+0	0.000000E+0	-6.251644E-12	-6.282278E-12	1.271364E-11	0.000000E+0	-6.285067E-12	-6.288291E-12	0.000000E+0	-1.899943E-11	0.000000E+0	0.000000E+0	0.000000E+0	-2.530252E-11	0.000000E+0	-1.262897E-11	-1.256866E-11	0.000000E+0	6.264916E-12	-6.284170E-12	0.000000E+0	-1.264160E-11	-6.246288E-12	-6.279817E-12	-6.297009E-12	-1.266026E-11	0.000000E+0	-6.237970E-12	0.000000E+0
   0:02:42	0	-1.498570E+1	1.200000E+2	2.145100E-9	-8.208830E-11	0.000000E+0	0.000000E+0	1.267332E-11	-6.294184E-12	0.000000E+0	6.251644E-12	6.282278E-12	1.271364E-11	-6.304271E-12	-6.285067E-12	6.288291E-12	-6.280518E-12	-6.299811E-12	6.276276E-12	0.000000E+0	0.000000E+0	-1.900189E-11	0.000000E+0	-1.262897E-11	-6.234846E-12	0.000000E+0	-6.264916E-12	0.000000E+0	-6.260173E-12	-1.264160E-11	0.000000E+0	-1.265931E-11	-1.269397E-11	-1.266026E-11	-6.301937E-12	6.237970E-12	0.000000E+0
   0:02:55	0	-1.498661E+1	1.400000E+2	2.271000E-9	-3.170601E-11	0.000000E+0	-6.270978E-12	0.000000E+0	6.294184E-12	6.301083E-12	6.251644E-12	0.000000E+0	1.902041E-11	-6.304271E-12	6.285067E-12	0.000000E+0	0.000000E+0	-6.299811E-12	0.000000E+0	0.000000E+0	0.000000E+0	-1.900189E-11	6.259694E-12	-1.262897E-11	6.234846E-12	-6.275625E-12	0.000000E+0	0.000000E+0	6.260173E-12	-1.891262E-11	0.000000E+0	-1.265931E-11	0.000000E+0	6.280286E-12	-6.301937E-12	-6.237970E-12	0.000000E+0
   0:03:09	0	-1.508853E+1	1.600000E+2	2.336000E-9	-3.769019E-11	0.000000E+0	0.000000E+0	0.000000E+0	-6.294184E-12	6.301083E-12	6.251644E-12	-6.282278E-12	2.532718E-11	0.000000E+0	-1.266990E-11	0.000000E+0	-6.280518E-12	-6.299811E-12	1.265217E-11	-6.299931E-12	0.000000E+0	0.000000E+0	-6.259694E-12	-1.262897E-11	-6.234846E-12	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	-1.264160E-11	6.246288E-12	-6.279817E-12	-6.297009E-12	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
   0:03:23	0	-1.498706E+1	1.800000E+2	2.394000E-9	1.136097E-10	6.272002E-12	0.000000E+0	0.000000E+0	0.000000E+0	6.301083E-12	1.260252E-11	6.282278E-12	2.532718E-11	-6.304271E-12	1.266990E-11	-1.267640E-11	-6.280518E-12	-6.299811E-12	1.892845E-11	0.000000E+0	6.294348E-12	-1.270126E-11	0.000000E+0	-1.262897E-11	-6.234846E-12	6.275625E-12	1.262928E-11	0.000000E+0	1.887989E-11	-6.271028E-12	0.000000E+0	6.279817E-12	1.269397E-11	0.000000E+0	6.301937E-12	1.257495E-11	1.269358E-11
   0:03:37	0	-1.498653E+1	2.000000E+2	2.415300E-9	2.461396E-10	6.272002E-12	1.891247E-11	1.896009E-11	0.000000E+0	1.270218E-11	1.260252E-11	1.894655E-11	1.902041E-11	6.304271E-12	6.285067E-12	1.267640E-11	0.000000E+0	6.299811E-12	1.265217E-11	0.000000E+0	6.294348E-12	-1.270126E-11	6.259694E-12	0.000000E+0	-6.234846E-12	6.275625E-12	1.262928E-11	0.000000E+0	1.887989E-11	-1.264160E-11	1.883801E-11	0.000000E+0	1.269397E-11	6.280286E-12	1.270390E-11	6.237970E-12	1.899039E-11
   0:03:50	0	-1.498585E+1	2.200000E+2	9.364100E-9	8.413357E-9	6.272002E-12	7.755109E-10	2.524686E-11	1.268828E-11	3.028120E-9	1.118746E-9	5.055738E-11	6.977487E-11	0.000000E+0	8.848975E-11	1.896469E-11	7.576498E-11	2.849915E-10	6.372910E-10	4.433951E-10	3.796591E-11	-1.270126E-11	2.513814E-11	1.196272E-10	1.754664E-10	1.198346E-10	3.464598E-10	6.952487E-11	4.401995E-11	1.264160E-11	1.259172E-11	1.073550E-10	1.012519E-10	5.051144E-10	2.530778E-11	7.525170E-11	1.269358E-11
