APD#	0016	Started	08/10/07 15:45	Sense_ohms	1.004464E+6	1.004628E+6	1.002105E+6	1.000924E+6	9.998282E+5	1.007735E+6	1.002821E+6	9.989270E+5	9.993226E+5	1.002376E+6	1.001862E+6	1.003102E+6	1.000030E+6	1.003780E+6	1.000011E+6	1.000898E+6	9.999006E+5	1.006439E+6	1.005624E+6	1.010450E+6	1.003884E+6	1.005600E+6	1.002519E+6	1.006362E+6	1.004620E+6	1.008599E+6	1.003214E+6	1.000475E+6	1.003139E+6	9.996927E+5	1.009944E+6	1.000506E+6					
ElapTime	Shutter_Open	DegC	H2O_In	H2O_Out	TE_A	TE_V	BiasV	KE237_Amps	Pixel_Sum	A1	A2	A3	A4	A5	A6	A7	A8	B1	B2	B3	B4	B5	B6	B7	B8	C1	C2	C3	C4	C5	C6	C7	C8	D1	D2	D3	D4	D5	D6	D7	D8
0:00:00	0	-1.499862E+1	1.524900E+1	1.570900E+1	1.591506E+0	1.816752E+0	0.000000E+0	-9.139000E-11	-1.157593E-10	-6.272002E-14	-4.350864E-12	-3.349948E-12	-4.429907E-12	-4.244729E-12	-5.468700E-12	-4.421527E-12	3.044266E-12	-3.993705E-12	-4.676888E-12	-2.845701E-12	2.522176E-13	-4.560863E-12	-6.058100E-12	8.234909E-12	-2.974329E-12	-5.194516E-12	-5.727123E-12	-5.542827E-12	-4.952249E-12	-6.305509E-13	-4.031424E-12	-4.549540E-12	-5.602358E-12	-4.791862E-12	-4.207817E-12	-5.556143E-12	-5.951173E-12	-5.241547E-12	-2.534779E-12	-6.083506E-12	-5.255341E-12
0:00:13	0	-1.499938E+1	1.522000E+1	1.570400E+1	1.589542E+0	1.814865E+0	0.000000E+0	-1.359300E-10	-3.600716E-10	-6.301868E-13	-1.216968E-11	-1.036718E-11	-1.170818E-11	-1.165700E-11	-1.263427E-11	-1.193832E-11	-1.306302E-11	-1.121960E-11	-1.219702E-11	-1.264545E-11	-1.793437E-11	-1.273162E-11	-1.293710E-11	2.279975E-12	-9.556418E-12	-1.425442E-11	-1.221038E-11	-1.322761E-11	-1.260033E-11	-4.479601E-12	-9.638027E-12	-1.339526E-11	-1.183371E-11	-1.235890E-11	-1.105395E-11	-1.130267E-11	-1.285289E-11	-1.243995E-11	-1.159556E-11	-1.197987E-11	-1.373905E-11
0:00:26	0	-1.499846E+1	1.520600E+1	1.569600E+1	1.586439E+0	1.812407E+0	1.000000E+1	2.332000E-10	-3.453157E-10	0.000000E+0	-1.090852E-11	-1.061965E-11	-1.139147E-11	-1.070684E-11	-1.131448E-11	-1.111764E-11	-7.673233E-12	-1.217024E-11	-1.200747E-11	-1.093863E-11	-1.231380E-11	-1.007170E-11	-1.318915E-11	1.203987E-12	-1.006296E-11	-1.178317E-11	-1.170662E-11	-1.272444E-11	-1.197387E-11	-1.060083E-11	-1.102327E-11	-1.371146E-11	-1.070092E-11	-1.216978E-11	-1.249853E-11	-1.079730E-11	-1.222020E-11	-1.338698E-11	-1.172260E-11	-1.285814E-11	-1.215585E-11
0:00:40	0	-1.500120E+1	1.520600E+1	1.567300E+1	1.587148E+0	1.813813E+0	2.000000E+1	3.355800E-10	-3.716592E-10	6.272002E-14	-1.141218E-11	-1.093598E-11	-1.050529E-11	-1.134095E-11	-1.056032E-11	-1.225443E-11	-1.464872E-11	-1.426266E-11	-1.270182E-11	-8.409342E-12	-1.098792E-11	-1.045169E-11	-1.369424E-11	-1.817980E-11	-8.923986E-12	-1.134013E-11	-1.214778E-11	-1.316496E-11	-1.360384E-11	-1.552271E-11	-8.882259E-12	-1.213144E-11	-1.233751E-11	-1.198065E-11	-1.262345E-11	-1.054511E-11	-1.107974E-11	-1.149292E-11	-1.172260E-11	-1.254426E-11	-1.133327E-11
0:00:53	0	-1.499869E+1	1.521200E+1	1.566200E+1	1.590543E+0	1.817069E+0	3.000000E+1	2.568200E-10	-3.544194E-10	1.134934E-12	-1.134947E-11	-1.068251E-11	-1.151836E-11	-1.020075E-11	-9.554099E-12	-9.664736E-12	-9.955682E-12	-1.115656E-11	-1.181692E-11	-1.011616E-11	-7.073059E-12	-8.931732E-12	-1.287334E-11	-1.925679E-11	-9.049873E-12	-1.241723E-11	-1.139165E-11	-1.121194E-11	-1.329012E-11	-1.230421E-11	-1.096062E-11	-1.257433E-11	-1.132992E-11	-1.298899E-11	-1.205831E-11	-1.262841E-11	-1.266299E-11	-1.073530E-11	-1.121545E-11	-1.141548E-11	-1.316934E-11
0:01:07	0	-1.499945E+1	1.518900E+1	1.564700E+1	1.592519E+0	1.817373E+0	4.000000E+1	2.794800E-10	-3.374845E-10	1.828836E-12	-1.059298E-11	-9.544908E-12	-1.050529E-11	-1.039079E-11	-1.093740E-11	-9.979847E-12	-6.848348E-12	-1.331102E-11	-1.150167E-11	-1.283510E-11	-4.925720E-12	-9.627711E-12	-1.388352E-11	-1.076888E-11	-1.170849E-11	-1.368336E-11	-1.107767E-11	-1.083407E-11	-1.153446E-11	-1.306127E-11	-9.952267E-12	-1.118383E-11	-1.032332E-11	-1.172782E-11	-1.161909E-11	-9.975937E-12	-1.133362E-11	-1.174513E-11	-1.146852E-11	-1.147786E-11	-1.095346E-11
0:01:20	0	-1.499884E+1	1.517900E+1	1.565000E+1	1.588263E+0	1.814256E+0	5.000000E+1	9.440000E-10	-3.300003E-10	7.566224E-13	-1.059298E-11	-1.030331E-11	-1.101183E-11	-1.032677E-11	-1.043429E-11	-1.067489E-11	-3.107334E-12	-1.090239E-11	-1.030053E-11	-1.106440E-11	-2.096497E-11	-9.184724E-12	-1.079121E-11	-8.424907E-12	-9.049873E-12	-1.305030E-11	-1.221038E-11	-1.007832E-11	-1.122173E-11	-7.571592E-12	-9.826969E-12	-9.920011E-12	-1.114112E-11	-1.084490E-11	-1.017451E-11	-1.029192E-11	-1.076389E-11	-1.250275E-11	-1.115243E-11	-1.172837E-11	-1.114336E-11
0:01:34	0	-1.499763E+1	1.519300E+1	1.565300E+1	1.589606E+0	1.816030E+0	6.000000E+1	1.019200E-9	-3.302479E-10	2.333583E-12	-1.084481E-11	-9.986977E-12	-1.088494E-11	-1.007373E-11	-9.994691E-12	-1.010649E-11	-9.322003E-12	-1.039604E-11	-1.061677E-11	-1.030581E-11	-2.248126E-11	-9.754707E-12	-1.161111E-11	-5.699937E-13	-8.100726E-12	-1.197319E-11	-1.158043E-11	-1.234656E-11	-1.115839E-11	-6.499755E-12	-1.052009E-11	-1.131051E-11	-1.290391E-11	-1.109773E-11	-1.099049E-11	-1.016633E-11	-1.177641E-11	-1.130352E-11	-1.159556E-11	-1.103923E-11	-1.126930E-11
0:01:47	0	-1.499930E+1	1.518800E+1	1.565100E+1	1.590505E+0	1.815954E+0	7.000000E+1	9.208000E-10	-3.300022E-10	2.144427E-12	-1.034114E-11	-1.061965E-11	-1.151836E-11	-9.946709E-12	-9.365557E-12	-8.653588E-12	-2.530215E-11	-9.508441E-12	-9.858576E-12	-1.030581E-11	-1.704712E-12	-7.790766E-12	-1.154835E-11	-9.184899E-12	-9.936077E-12	-1.026302E-11	-1.170662E-11	-9.952030E-12	-1.222426E-11	-1.375557E-11	-1.001591E-11	-9.982853E-12	-1.076352E-11	-1.172782E-11	-1.030043E-11	-1.142827E-11	-1.032010E-11	-1.041929E-11	-9.948057E-12	-1.216800E-11	-1.158614E-11
0:02:01	0	-1.506649E+1	1.519200E+1	1.563600E+1	1.588136E+0	1.814345E+0	8.000000E+1	1.005300E-9	-3.326358E-10	1.387805E-12	-9.520937E-12	-9.797377E-12	-1.037941E-11	-1.083386E-11	-9.240525E-12	-9.727559E-12	-8.179777E-12	-1.014187E-11	-1.093302E-11	-9.673987E-12	-3.031596E-12	-8.487745E-12	-1.129630E-11	-2.495773E-11	-9.049873E-12	-9.248919E-12	-1.025894E-11	-9.700445E-12	-1.247563E-11	-1.526969E-11	-1.121221E-11	-1.029906E-11	-1.233751E-11	-1.134957E-11	-1.086557E-11	-1.016633E-11	-1.025713E-11	-1.123972E-11	-1.051823E-11	-1.122736E-11	-1.234575E-11
0:02:14	0	-1.499869E+1	1.517900E+1	1.565800E+1	1.584070E+0	1.810482E+0	9.000000E+1	1.082300E-9	-3.190594E-10	8.830580E-13	-9.269103E-12	-9.038973E-12	-1.056923E-11	-9.883698E-12	-9.554099E-12	-9.979847E-12	4.756103E-12	-1.071226E-11	-1.339717E-11	-1.277222E-11	-1.635527E-11	-9.121726E-12	-1.224272E-11	-9.311898E-12	-9.429532E-12	-1.374737E-11	-1.139165E-11	-1.152717E-11	-1.134643E-11	-4.416845E-12	-1.070903E-11	-1.118383E-11	-1.019713E-11	-1.191694E-11	-1.086557E-11	-1.111328E-11	-1.120668E-11	-1.206114E-11	-1.026515E-11	-1.034909E-11	-1.076355E-11
0:02:28	0	-1.499869E+1	1.518400E+1	1.567900E+1	1.584488E+0	1.809620E+0	1.000000E+2	1.174800E-9	-3.112553E-10	1.513245E-12	-9.394522E-12	-9.165706E-12	-8.480164E-12	-1.032677E-11	-9.680124E-12	-1.029596E-11	-1.496506E-11	-9.381355E-12	-1.080632E-11	-1.176010E-11	-1.540820E-11	-8.994730E-12	-1.199068E-11	3.420962E-12	-9.176759E-12	-1.146614E-11	-1.176922E-11	-1.051984E-11	-1.178584E-11	-7.508836E-12	-9.449085E-12	-1.048858E-11	-7.930546E-12	-1.147598E-11	-1.023697E-11	-1.067070E-11	-1.025713E-11	-1.098751E-11	-9.885038E-12	-1.072535E-11	-1.120633E-11
0:02:42	0	-1.499854E+1	1.518900E+1	1.565400E+1	1.583158E+0	1.809645E+0	1.200000E+2	1.340000E-9	-3.162944E-10	1.955272E-12	-1.002560E-11	-8.280569E-12	-9.745995E-12	-9.123567E-12	-9.742641E-12	-6.948399E-12	-1.166752E-11	-1.128264E-11	-1.011098E-11	-8.536106E-12	-1.761835E-11	-9.184724E-12	-1.318915E-11	-4.750948E-12	-7.151578E-12	-8.995894E-12	-1.139165E-11	-1.077142E-11	-1.216191E-11	-1.186292E-11	-1.133850E-11	-1.074194E-11	-1.076352E-11	-1.109773E-11	-9.483452E-12	-1.016633E-11	-1.013019E-11	-9.472267E-12	-1.115243E-11	-1.085110E-11	-1.050968E-11
0:02:55	0	-1.500059E+1	1.518100E+1	1.567700E+1	1.580802E+0	1.807226E+0	1.400000E+2	1.406700E-9	-2.970342E-10	2.901050E-12	-9.583647E-12	-9.355307E-12	-1.025253E-11	-7.666317E-12	-7.417625E-12	-7.832903E-12	-1.369670E-11	-9.001097E-12	-8.910828E-12	-5.627522E-12	-4.799113E-12	-7.474776E-12	-1.116978E-11	-2.160076E-11	-8.734157E-12	-7.791775E-12	-1.088889E-11	-1.007832E-11	-1.310208E-11	-1.186292E-11	-7.873906E-12	-8.720034E-12	-8.686735E-12	-1.059306E-11	-9.860212E-12	-9.407763E-12	-9.687398E-12	-9.535069E-12	-9.504921E-12	-9.658951E-12	-9.560163E-12
0:03:09	0	-1.499938E+1	1.520600E+1	1.568100E+1	1.584919E+0	1.810203E+0	1.600000E+2	1.364400E-9	-2.621605E-10	3.279361E-12	-6.873191E-12	-5.183090E-12	-9.493228E-12	-8.046382E-12	-9.303041E-12	-4.674812E-12	-2.789994E-12	-8.747926E-12	-9.036529E-12	-1.138081E-11	-7.451884E-12	-5.510835E-12	-1.053916E-11	-1.862280E-11	-7.468293E-12	-8.171812E-12	-9.441208E-12	-8.251593E-12	-9.654115E-12	-7.446079E-12	-9.196500E-12	-7.960946E-12	-8.560538E-12	-9.331887E-12	-9.106692E-12	-9.786546E-12	-9.117669E-12	-8.840250E-12	-9.060784E-12	-7.463780E-12	-8.927483E-12
