APD#	0017	Started	07/10/07 16:22	Sense_ohms	1.004464E+6	1.004628E+6	1.002105E+6	1.000924E+6	9.998282E+5	1.007735E+6	1.002821E+6	9.989270E+5	9.993226E+5	1.002376E+6	1.001862E+6	1.003102E+6	1.000030E+6	1.003780E+6	1.000011E+6	1.000898E+6	9.999006E+5	1.006439E+6	1.005624E+6	1.010450E+6	1.003884E+6	1.005600E+6	1.002519E+6	1.006362E+6	1.004620E+6	1.008599E+6	1.003214E+6	1.000475E+6	1.003139E+6	9.996927E+5	1.009944E+6	1.000506E+6	
ElapTime	Shutter_Open	DegC	BiasV	KE237_Amps	Pixel_Sum	A1	A2	A3	A4	A5	A6	A7	A8	B1	B2	B3	B4	B5	B6	B7	B8	C1	C2	C3	C4	C5	C6	C7	C8	D1	D2	D3	D4	D5	D6	D7	D8
0:00:00	0	1.001638E+1	0.000000E+0	-2.134000E-11	-3.413471E-10	1.264356E-11	-1.264150E-11	-2.524686E-11	-1.268828E-11	-1.270218E-11	-2.510581E-11	0.000000E+0	-1.271364E-11	-1.270861E-11	-1.266990E-11	-1.267640E-11	-2.522176E-11	0.000000E+0	1.265217E-11	-1.269986E-11	-1.268861E-11	-3.800378E-11	0.000000E+0	0.000000E+0	0.000000E+0	-1.265086E-11	-1.262928E-11	-1.266809E-11	-1.261971E-11	-2.518365E-11	-1.259172E-11	0.000000E+0	1.269397E-11	-1.266026E-11	-1.270390E-11	-1.257495E-11	-2.528720E-11
0:00:08	0	1.001653E+1	5.000000E+1	2.997200E-9	-3.795193E-11	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	-1.270218E-11	0.000000E+0	1.266427E-11	-1.271364E-11	1.270861E-11	0.000000E+0	0.000000E+0	1.266073E-11	1.269962E-11	1.265217E-11	-1.269986E-11	0.000000E+0	0.000000E+0	-1.261875E-11	-1.262897E-11	0.000000E+0	0.000000E+0	-1.262928E-11	-1.266809E-11	2.514006E-11	-1.264160E-11	-1.259172E-11	0.000000E+0	0.000000E+0	0.000000E+0	1.270390E-11	0.000000E+0	-2.528720E-11
0:00:17	0	1.001691E+1	1.000000E+2	4.330800E-9	8.865286E-11	3.783112E-11	1.264150E-11	0.000000E+0	1.268828E-11	1.270218E-11	-1.260252E-11	0.000000E+0	2.532718E-11	-1.270861E-11	1.266990E-11	1.267640E-11	1.266073E-11	1.269962E-11	0.000000E+0	0.000000E+0	-1.268861E-11	1.270126E-11	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	-1.259172E-11	0.000000E+0	0.000000E+0	-1.266026E-11	0.000000E+0	0.000000E+0	-1.269358E-11
0:00:26	0	1.001684E+1	1.500000E+2	5.288800E-9	2.653102E-10	3.783112E-11	1.264150E-11	1.267332E-11	2.527664E-11	1.270218E-11	2.510581E-11	0.000000E+0	0.000000E+0	1.270861E-11	-1.266990E-11	1.267640E-11	1.266073E-11	1.269962E-11	0.000000E+0	2.529972E-11	0.000000E+0	0.000000E+0	1.261875E-11	0.000000E+0	1.256866E-11	1.265086E-11	-1.262928E-11	-1.266809E-11	2.514006E-11	0.000000E+0	0.000000E+0	1.265931E-11	0.000000E+0	1.266026E-11	1.270390E-11	0.000000E+0	0.000000E+0
0:00:35	0	1.001479E+1	2.000000E+2	5.802600E-9	7.947210E-10	3.783112E-11	2.518345E-11	2.524686E-11	2.527664E-11	2.530435E-11	2.510581E-11	3.789310E-11	1.271364E-11	2.531715E-11	3.790993E-11	1.267640E-11	2.522176E-11	2.529924E-11	1.265217E-11	2.529972E-11	2.527730E-11	2.530252E-11	2.513814E-11	3.778748E-11	2.503835E-11	2.520211E-11	0.000000E+0	2.523643E-11	3.775977E-11	2.518365E-11	2.508430E-11	2.521895E-11	1.269397E-11	2.522083E-11	2.530778E-11	2.505089E-11	2.528720E-11
0:00:43	0	1.001630E+1	2.500000E+2	6.439800E-9	1.490308E-9	5.047468E-11	5.046644E-11	5.059350E-11	5.065320E-11	3.800653E-11	5.031085E-11	5.055738E-11	6.336799E-11	2.531715E-11	5.057982E-11	3.792938E-11	3.788249E-11	5.069848E-11	3.785690E-11	5.069944E-11	5.065451E-11	5.070504E-11	5.037563E-11	3.778748E-11	3.760701E-11	6.305509E-11	3.778839E-11	5.057261E-11	5.037949E-11	5.046684E-11	5.026775E-11	5.053757E-11	3.798196E-11	5.054135E-11	3.801168E-11	5.020080E-11	3.798078E-11
0:00:52	0	9.915293E+0	3.000000E+2	7.197200E-9	3.269832E-9	1.134934E-10	8.829139E-11	1.137605E-10	1.012065E-10	1.013174E-10	1.005225E-10	1.136793E-10	1.014088E-10	1.013687E-10	1.010599E-10	1.011117E-10	1.263082E-10	1.139966E-10	1.135707E-10	8.869902E-11	1.012091E-10	1.013101E-10	1.006519E-10	1.007335E-10	1.002524E-10	1.135589E-10	1.007359E-10	1.010455E-10	7.551954E-11	1.134757E-10	1.004363E-10	1.009755E-10	8.865789E-11	1.136433E-10	1.013311E-10	7.525170E-11	1.012488E-10
0:01:01	0	1.001889E+1	3.500000E+2	1.153800E-8	7.248725E-9	2.648179E-10	2.144077E-10	2.528677E-10	2.404778E-10	2.407414E-10	2.514550E-10	2.273586E-10	2.156314E-10	2.408632E-10	2.148894E-10	2.402526E-10	2.651774E-10	2.406928E-10	2.524458E-10	2.153976E-10	2.025181E-10	2.407239E-10	2.140219E-10	2.267249E-10	2.256420E-10	2.145666E-10	2.015712E-10	2.021907E-10	2.014186E-10	2.395931E-10	2.135636E-10	2.147099E-10	2.152977E-10	2.020657E-10	2.280701E-10	2.132792E-10	2.152911E-10
