APD#	0016	Started	07/05/07 18:23	Sense_ohms	1.004464E+6	1.004628E+6	1.002105E+6	1.000924E+6	9.998282E+5	1.007735E+6	1.002821E+6	9.989270E+5	9.993226E+5	1.002376E+6	1.001862E+6	1.003102E+6	1.000030E+6	1.003780E+6	1.000011E+6	1.000898E+6	9.999006E+5	1.006439E+6	1.005624E+6	1.010450E+6	1.003884E+6	1.005600E+6	1.002519E+6	1.006362E+6	1.004620E+6	1.008599E+6	1.003214E+6	1.000475E+6	1.003139E+6	9.996927E+5	1.009944E+6	1.000506E+6					
ElapTime	Shutter_Open	DegC	H2O_In	H2O_Out	TE_A	TE_V	BiasV	KE237_Amps	Pixel_Sum	A1	A2	A3	A4	A5	A6	A7	A8	B1	B2	B3	B4	B5	B6	B7	B8	C1	C2	C3	C4	C5	C6	C7	C8	D1	D2	D3	D4	D5	D6	D7	D8
0:00:00	0	3.442751E+1	3.552500E+1	3.537100E+1	5.574000E-4	1.532800E-2	0.000000E+0	-8.693000E-11	1.132355E-10	5.108197E-12	2.711451E-12	3.097480E-12	2.911310E-12	4.054697E-12	2.829117E-12	2.084121E-12	3.677946E-12	4.500048E-12	4.296791E-12	3.098231E-12	4.420288E-12	9.691709E-12	1.578035E-12	1.899979E-12	3.101215E-12	4.054403E-12	2.014032E-12	2.393539E-12	4.450492E-12	2.019158E-12	3.590891E-12	1.959065E-12	2.265586E-12	4.602735E-12	3.893520E-12	4.925171E-12	3.039556E-12	4.230720E-12	3.738149E-12	3.135817E-12	3.862046E-12
0:00:13	0	3.452640E+1	3.554400E+1	3.539000E+1	5.701000E-4	1.529000E-2	0.000000E+0	-3.461000E-11	-1.145421E-10	7.820091E-12	-3.908910E-12	-4.741020E-12	-5.126263E-12	-5.068871E-12	-2.703092E-12	-5.116566E-12	-2.789994E-12	-5.007392E-12	-3.033792E-12	-6.765403E-12	-3.914856E-12	4.687859E-12	-7.383092E-12	-5.193943E-12	-5.568999E-12	-5.194516E-12	-4.405632E-12	-4.471850E-12	-4.262457E-12	-3.218499E-12	-5.102426E-12	-4.043814E-12	-2.580582E-12	-3.972646E-12	-3.642677E-12	-3.156854E-12	-3.672256E-12	-3.031484E-12	-3.104954E-12	-3.637825E-12	-3.229366E-12
0:00:26	0	3.452921E+1	3.554700E+1	3.540600E+1	5.447000E-4	1.523930E-2	1.000000E+1	1.114300E-9	6.322048E-10	3.342380E-11	1.998750E-11	2.104969E-11	1.904940E-11	2.116064E-11	2.124666E-11	1.617038E-11	2.029177E-11	2.237616E-11	2.041150E-11	1.909445E-11	1.919745E-11	2.951811E-11	1.293710E-11	1.355585E-11	1.582179E-11	1.989198E-11	1.957396E-11	1.965347E-11	1.999802E-11	1.836168E-11	1.921241E-11	2.142004E-11	1.856886E-11	2.074416E-11	1.526176E-11	2.374169E-11	2.064020E-11	1.900734E-11	1.742535E-11	1.530382E-11	1.810784E-11
0:00:40	0	3.452662E+1	3.556000E+1	3.542400E+1	5.701000E-4	1.511270E-2	2.000000E+1	1.560300E-9	9.020242E-10	4.111745E-11	2.742806E-11	2.642238E-11	2.626373E-11	2.863692E-11	2.822369E-11	2.463451E-11	3.056480E-11	3.270816E-11	2.995383E-11	2.623914E-11	2.993215E-11	3.673890E-11	2.524258E-11	2.407074E-11	2.784699E-11	2.952193E-11	2.832263E-11	2.815665E-11	2.839824E-11	2.782692E-11	2.727526E-11	2.590574E-11	2.410763E-11	2.818479E-11	2.198198E-11	3.131834E-11	2.969489E-11	2.683776E-11	2.477561E-11	2.659355E-11	2.709829E-11
0:00:53	0	3.452480E+1	3.555100E+1	3.543900E+1	5.574000E-4	1.499870E-2	3.000000E+1	2.026500E-9	1.211069E-9	5.063994E-11	3.619250E-11	3.520889E-11	3.411148E-11	3.807654E-11	3.859546E-11	3.663665E-11	4.496024E-11	4.310320E-11	3.880181E-11	3.471137E-11	3.946857E-11	4.687359E-11	3.332005E-11	3.623260E-11	3.860533E-11	3.915089E-11	3.663113E-11	3.697505E-11	3.874214E-11	3.729216E-11	3.628381E-11	3.885911E-11	3.682273E-11	3.745396E-11	2.951817E-11	4.041112E-11	3.773608E-11	3.485659E-11	3.301314E-11	3.487322E-11	3.691132E-11
0:01:07	0	3.452845E+1	3.554900E+1	3.543200E+1	5.701000E-4	1.488460E-2	4.000000E+1	2.452900E-9	1.516050E-9	6.180212E-11	4.571344E-11	4.222512E-11	4.259165E-11	4.720011E-11	4.978392E-11	4.472184E-11	5.580288E-11	5.483014E-11	5.055588E-11	4.160353E-11	4.906679E-11	5.580533E-11	4.461635E-11	4.516450E-11	4.841552E-11	4.928690E-11	4.651251E-11	4.705437E-11	4.802019E-11	4.694666E-11	4.800020E-11	4.738963E-11	4.299149E-11	4.628118E-11	3.743212E-11	5.442807E-11	4.767635E-11	4.331902E-11	4.105962E-11	4.302714E-11	4.672536E-11
0:01:20	0	3.462908E+1	3.554900E+1	3.542900E+1	5.701000E-4	1.470730E-2	5.000000E+1	2.898400E-9	1.843393E-9	7.283785E-11	5.504525E-11	5.347743E-11	5.113575E-11	5.835102E-11	6.135045E-11	5.432375E-11	6.658344E-11	6.376820E-11	6.193085E-11	5.121364E-11	6.150720E-11	6.726998E-11	5.357748E-11	5.548939E-11	5.885815E-11	6.354132E-11	5.620510E-11	5.851790E-11	5.679648E-11	5.660016E-11	5.807876E-11	5.693059E-11	5.344001E-11	5.498298E-11	4.641290E-11	6.371024E-11	5.818636E-11	5.171666E-11	5.126175E-11	5.362674E-11	5.666533E-11
0:01:34	0	3.462817E+1	3.553000E+1	3.542300E+1	5.574000E-4	1.452990E-2	6.000000E+1	3.339300E-9	2.168398E-9	8.324340E-11	6.412523E-11	6.220007E-11	5.974280E-11	6.734757E-11	7.115561E-11	6.569368E-11	8.212011E-11	7.587540E-11	7.507562E-11	5.943334E-11	7.022117E-11	7.835565E-11	6.386360E-11	6.397730E-11	7.126201E-11	7.469142E-11	6.633785E-11	6.973083E-11	6.676431E-11	6.739026E-11	7.004674E-11	6.767154E-11	6.521013E-11	6.437758E-11	5.577043E-11	7.198165E-11	6.711412E-11	6.131553E-11	5.861201E-11	6.152915E-11	6.616152E-11
