APD#	0012	Started	04/06/07 12:48	Sense_ohms	1.004464E+6	1.004628E+6	1.002105E+6	1.000924E+6	9.998282E+5	1.007735E+6	1.002821E+6	9.989270E+5	9.993226E+5	1.002376E+6	1.001862E+6	1.003102E+6	1.000030E+6	1.003780E+6	1.000011E+6	1.000898E+6	9.999006E+5	1.006439E+6	1.005624E+6	1.010450E+6	1.003884E+6	1.005600E+6	1.002519E+6	1.006362E+6	1.004620E+6	1.008599E+6	1.003214E+6	1.000475E+6	1.003139E+6	9.996927E+5	1.009944E+6	1.000506E+6	
ElapTime	Shutter_Open	DegC	BiasV	KE237_Amps	Pixel_Sum	A1	A2	A3	A4	A5	A6	A7	A8	B1	B2	B3	B4	B5	B6	B7	B8	C1	C2	C3	C4	C5	C6	C7	C8	D1	D2	D3	D4	D5	D6	D7	D8
   0:00:00	0	-3.000030E+1	0.000000E+0	5.403000E-11	-9.310985E-11	4.729886E-12	-2.333202E-12	-2.339076E-12	-1.835304E-12	-2.344403E-12	-3.896858E-12	-3.158091E-12	-2.282449E-12	-2.028374E-12	-2.844242E-12	-3.161114E-12	-4.230876E-12	-2.469926E-12	-3.218833E-12	-2.976967E-12	-3.417931E-12	-3.547353E-12	-3.084141E-12	-3.590805E-12	-3.510317E-12	-1.956401E-12	-4.535601E-12	-3.727610E-12	-4.405969E-12	-2.458641E-12	-3.956974E-12	-3.346245E-12	-2.722707E-12	-3.599701E-12	-3.295013E-12	-3.449696E-12	-4.114918E-12
   0:00:13	0	-3.000046E+1	0.000000E+0	6.451000E-11	-3.077326E-10	3.152925E-12	-8.133359E-12	-7.964235E-12	-8.417222E-12	-8.743502E-12	-8.799933E-12	-8.906874E-12	-1.014589E-11	-9.381355E-12	-1.156452E-11	-8.282578E-12	-9.283204E-12	-9.627711E-12	-1.053916E-11	-8.297909E-12	-1.145471E-11	-1.203720E-11	-1.277673E-11	-1.303867E-11	-1.260033E-11	-1.129513E-11	-9.889618E-12	-8.466672E-12	-1.032332E-11	-9.521013E-12	-8.604014E-12	-9.975937E-12	-9.433519E-12	-1.060870E-11	-1.203970E-11	-1.034909E-11	-1.038375E-11
   0:00:27	0	-3.000038E+1	1.000000E+1	4.216100E-10	2.014933E-11	1.166692E-11	4.409592E-13	1.643540E-12	-5.694738E-13	6.331088E-13	4.395997E-13	2.021298E-12	4.058355E-12	2.915975E-12	3.286192E-12	2.023233E-12	1.579102E-12	1.963941E-12	1.956604E-12	2.026978E-12	2.527730E-13	-1.077107E-12	-1.951435E-12	-2.141954E-12	-3.385620E-12	-2.649709E-12	-1.889419E-13	-1.453339E-12	5.663966E-13	1.891262E-13	-6.276032E-13	-2.521895E-13	-1.013519E-12	-6.280286E-14	0.000000E+0	-1.254525E-12	-8.865514E-13
   0:00:41	0	-3.000030E+1	2.000000E+1	9.580000E-10	1.279489E-10	1.374763E-11	3.908910E-12	6.447428E-12	2.657544E-12	4.688806E-12	7.291599E-12	8.590765E-12	1.027302E-11	6.402337E-12	4.866437E-12	4.362876E-12	4.925720E-12	5.130846E-12	6.120863E-12	6.017934E-12	6.138488E-12	3.547353E-12	-2.513814E-13	8.820394E-13	-1.065862E-12	0.000000E+0	2.078361E-12	7.580904E-13	6.861348E-12	1.576716E-12	1.695421E-12	1.452332E-12	4.427897E-13	-1.894055E-13	3.548090E-12	2.509050E-12	2.532718E-12
   0:00:55	0	-3.000046E+1	3.000000E+1	1.168000E-9	2.844577E-10	1.822564E-11	8.007939E-12	8.786504E-12	6.518976E-12	9.503633E-12	1.653212E-11	1.907619E-11	1.934075E-11	1.090239E-11	9.794728E-12	8.030048E-12	9.472616E-12	9.564713E-12	1.186415E-11	1.494884E-11	1.531525E-11	7.285724E-12	4.028063E-12	4.093975E-12	1.379583E-12	3.849050E-12	8.882259E-12	5.939040E-12	1.227391E-11	3.783520E-12	4.648032E-12	5.493344E-12	3.925136E-12	3.220890E-12	7.857415E-12	5.582488E-12	6.330797E-12
   0:01:09	0	-3.000038E+1	4.000000E+1	1.407400E-9	4.242682E-10	2.251350E-11	1.191685E-11	1.308446E-11	1.037941E-11	1.495157E-11	2.275499E-11	2.602458E-11	2.809214E-11	1.559356E-11	1.491357E-11	1.138081E-11	1.244041E-11	1.469556E-11	1.798502E-11	2.141076E-11	2.423923E-11	1.197319E-11	7.741155E-12	6.613804E-12	3.760701E-13	6.878285E-12	1.127586E-11	9.224763E-12	1.737248E-11	7.944297E-12	8.792394E-12	8.587400E-12	7.787301E-12	7.514412E-12	1.001108E-11	8.655925E-12	1.114336E-11
   0:01:23	0	-3.000038E+1	5.000000E+1	1.718400E-9	6.500844E-10	2.787357E-11	1.664596E-11	1.934328E-11	1.569550E-11	2.192077E-11	3.224657E-11	3.682611E-11	4.020414E-11	2.237616E-11	2.015910E-11	1.694445E-11	2.027112E-11	2.267632E-11	2.732471E-11	3.072166E-11	3.588478E-11	1.894188E-11	1.372065E-11	1.366912E-11	9.654115E-12	1.400859E-11	1.896082E-11	1.680766E-11	2.631061E-11	1.368279E-11	1.256099E-11	1.565967E-11	1.241011E-11	1.111411E-11	1.463750E-11	1.354729E-11	1.728425E-11
   0:01:37	0	-3.000046E+1	6.000000E+1	1.965700E-9	6.821828E-10	3.058547E-11	1.923100E-11	2.073336E-11	1.866975E-11	2.299795E-11	3.406947E-11	4.156375E-11	4.172577E-11	2.218603E-11	2.306619E-11	1.795656E-11	2.064994E-11	2.261332E-11	2.808185E-11	3.224265E-11	3.676998E-11	2.160315E-11	1.416181E-11	1.341655E-11	9.967836E-12	1.388208E-11	1.889718E-11	1.724955E-11	2.738080E-11	1.216978E-11	1.224669E-11	1.616405E-11	1.272596E-11	1.174513E-11	1.647506E-11	1.411266E-11	1.684148E-11
