APD#	0007	Started	03/06/07 22:16	Sense_ohms	1.004464E+6	1.004628E+6	1.002105E+6	1.000924E+6	9.998282E+5	1.007735E+6	1.002821E+6	9.989270E+5	9.993226E+5	1.002376E+6	1.001862E+6	1.003102E+6	1.000030E+6	1.003780E+6	1.000011E+6	1.000898E+6	9.999006E+5	1.006439E+6	1.005624E+6	1.010450E+6	1.003884E+6	1.005600E+6	1.002519E+6	1.006362E+6	1.004620E+6	1.008599E+6	1.003214E+6	1.000475E+6	1.003139E+6	9.996927E+5	1.009944E+6	1.000506E+6	
ElapTime	Shutter_Open	DegC	BiasV	KE237_Amps	Pixel_Sum	A1	A2	A3	A4	A5	A6	A7	A8	B1	B2	B3	B4	B5	B6	B7	B8	C1	C2	C3	C4	C5	C6	C7	C8	D1	D2	D3	D4	D5	D6	D7	D8
   0:00:00	0	2.641100E+1	0.000000E+0	2.240000E-12	-1.839161E-10	-2.080712E-12	-6.242112E-12	-4.930621E-12	-5.568854E-12	-6.019034E-12	-4.462483E-12	-4.927101E-12	-5.326716E-12	-6.782595E-12	-6.129436E-12	-6.069698E-12	-6.125000E-12	-5.003850E-12	-5.363725E-12	-6.397930E-12	-6.012601E-12	-4.941491E-12	-8.686070E-12	-6.740094E-12	-6.457519E-12	-7.760857E-12	-6.362371E-12	-5.180949E-12	-5.979956E-12	-5.422946E-12	-5.589932E-12	-6.061518E-12	-4.368925E-12	-5.493755E-12	-5.639733E-12	-5.456738E-12	-6.330797E-12
   0:00:13	0	2.636600E+1	0.000000E+0	2.830000E-12	-3.977988E-10	-2.144427E-12	-1.261064E-11	-1.226319E-11	-1.183407E-11	-1.127694E-11	-1.502280E-11	-1.155939E-11	-1.192179E-11	-1.223429E-11	-1.169122E-11	-1.220328E-11	-1.225100E-11	-1.159165E-11	-1.180039E-11	-1.070488E-11	-1.525230E-11	-1.501449E-11	-1.479076E-11	-1.423594E-11	-1.680044E-11	-1.508043E-11	-1.366945E-11	-1.156287E-11	-1.233751E-11	-1.261074E-11	-1.293775E-11	-1.142827E-11	-1.158650E-11	-1.187173E-11	-1.298999E-11	-1.154024E-11	-1.297943E-11
   0:00:27	0	2.636900E+1	1.000000E+1	2.057400E-9	1.661579E-9	7.498228E-11	4.035424E-11	4.222512E-11	4.404730E-11	4.599590E-11	5.405885E-11	5.268139E-11	5.282268E-11	4.088470E-11	7.425357E-11	5.475505E-11	6.914850E-11	4.902753E-11	6.941661E-11	4.826847E-11	6.600972E-11	6.873583E-11	7.345006E-11	-1.448752E-11	5.855213E-11	4.713592E-11	5.581146E-11	5.737248E-11	4.915925E-11	6.166610E-11	5.156261E-11	5.101902E-11	4.267373E-11	4.540248E-11	4.486179E-11	4.509656E-11	4.463541E-11
   0:00:41	0	2.637200E+1	2.000000E+1	2.277100E-9	1.827038E-9	8.116269E-11	4.489423E-11	4.677654E-11	4.835032E-11	4.815027E-11	5.946405E-11	5.823971E-11	5.770592E-11	4.620930E-11	8.076311E-11	5.993939E-11	7.615776E-11	5.289141E-11	7.579051E-11	5.536239E-11	7.461699E-11	7.519747E-11	8.257629E-11	-1.284973E-11	6.770449E-11	5.224707E-11	6.135442E-11	6.103725E-11	5.281002E-11	6.702634E-11	5.570797E-11	5.531223E-11	4.666284E-11	4.780195E-11	4.821982E-11	4.980078E-11	4.995372E-11
   0:00:55	0	2.637400E+1	3.000000E+1	2.396300E-9	2.003771E-9	8.664920E-11	4.848760E-11	5.075915E-11	5.328676E-11	5.309212E-11	6.688167E-11	6.310398E-11	6.392059E-11	5.071035E-11	8.878904E-11	6.613586E-11	8.215715E-11	5.884523E-11	8.254299E-11	5.967034E-11	8.297049E-11	8.223017E-11	9.296142E-11	-1.505433E-11	7.384829E-11	5.609612E-11	6.689737E-11	6.817726E-11	5.973397E-11	7.270112E-11	6.117198E-11	6.055338E-11	5.204428E-11	5.291689E-11	5.379653E-11	5.381486E-11	5.387874E-11
   0:01:09	0	2.637700E+1	4.000000E+1	2.580300E-9	2.182134E-9	9.415370E-11	5.283846E-11	5.550017E-11	5.910938E-11	5.644970E-11	7.077853E-11	6.771498E-11	6.931037E-11	5.666839E-11	9.542427E-11	7.207879E-11	8.967184E-11	6.461006E-11	9.049493E-11	6.404130E-11	8.904604E-11	9.147909E-11	1.025914E-10	-1.536956E-11	8.275026E-11	6.145929E-11	7.313345E-11	7.405346E-11	6.382594E-11	8.020446E-11	6.563064E-11	6.345805E-11	5.685699E-11	5.771583E-11	5.829491E-11	5.858147E-11	5.957785E-11
   0:01:23	0	2.637800E+1	5.000000E+1	2.837800E-9	2.403925E-9	1.020992E-10	5.845049E-11	6.074613E-11	6.410876E-11	6.443307E-11	7.624723E-11	7.573635E-11	7.622279E-11	6.104235E-11	1.045875E-10	8.187954E-11	9.788137E-11	7.151385E-11	9.838311E-11	7.075522E-11	9.898211E-11	9.908085E-11	1.139841E-10	-1.480275E-11	9.422238E-11	6.852684E-11	7.924423E-11	7.942393E-11	7.106389E-11	8.840059E-11	7.109466E-11	7.071871E-11	6.223844E-11	6.213596E-11	6.475790E-11	6.441446E-11	6.635143E-11
   0:01:37	0	2.638000E+1	6.000000E+1	3.350700E-9	2.854565E-9	1.172347E-10	7.030463E-11	7.161924E-11	7.543730E-11	7.615408E-11	9.076791E-11	8.957032E-11	8.947601E-11	7.365690E-11	1.247466E-10	9.503005E-11	1.147421E-10	8.399248E-11	1.167467E-10	8.481807E-11	1.163235E-10	1.182768E-10	1.358870E-10	-1.536956E-11	1.130922E-10	8.385929E-11	9.499204E-11	9.509446E-11	8.459680E-11	1.017688E-10	8.798938E-11	8.479945E-11	7.312826E-11	7.533353E-11	7.736778E-11	7.652008E-11	7.660824E-11
   0:01:51	0	2.638100E+1	7.000000E+1	3.390100E-9	2.979279E-9	1.229103E-10	7.301509E-11	7.300932E-11	7.904496E-11	7.887755E-11	9.523039E-11	9.266559E-11	9.410497E-11	7.764960E-11	1.291072E-10	9.831793E-11	1.209299E-10	8.773037E-11	1.214798E-10	8.684504E-11	1.254364E-10	1.242313E-10	1.421805E-10	-1.442487E-11	1.179197E-10	8.600496E-11	1.002208E-10	9.901159E-11	8.837377E-11	1.075690E-10	9.100445E-11	8.839889E-11	7.819386E-11	7.748079E-11	7.901528E-11	7.721022E-11	8.053425E-11
   0:02:05	0	2.638300E+1	8.000000E+1	3.557000E-9	3.077916E-9	1.269463E-10	7.295238E-11	7.686520E-11	8.062650E-11	8.191907E-11	9.724183E-11	9.607697E-11	9.607008E-11	7.898150E-11	1.332773E-10	1.019222E-10	1.255406E-10	9.146726E-11	1.249507E-10	9.108900E-11	1.280320E-10	1.282227E-10	1.506142E-10	-1.429858E-11	1.240002E-10	8.707779E-11	1.016060E-10	1.022973E-10	9.001035E-11	1.117308E-10	9.533720E-11	9.142915E-11	7.819386E-11	8.076448E-11	8.148604E-11	8.203920E-11	8.344678E-11
   0:02:19	0	2.638300E+1	9.000000E+1	3.680700E-9	3.173366E-9	1.304148E-10	7.635762E-11	7.952061E-11	8.334799E-11	8.305927E-11	9.988241E-11	9.797162E-11	9.638742E-11	8.139013E-11	1.384600E-10	1.060955E-10	1.288234E-10	9.229023E-11	1.298093E-10	9.216599E-11	1.318286E-10	1.347484E-10	1.551460E-10	-1.404700E-11	1.285764E-10	9.048555E-11	1.060153E-10	1.057097E-10	9.265453E-11	1.168382E-10	9.609171E-11	9.351345E-11	8.205602E-11	8.126989E-11	8.478105E-11	8.536315E-11	8.635830E-11
